device_name,model_code,version,region_code,file_size,chipset,build_date,build_date_raw,filename,url,scraped_at,note
Tecno Spark 40 KM5,KM5,15.1.1.103SP18,,4 GB,MT6768,,,Tecno_Spark_40_KM5_MT6768_15.1.1.103SP18_OP001PF001AZ_060625.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465178+00:00,
Tecno Spark 40 KM5,KM5,15.1.1.108SP03,,5.45 GB,MT6768,,,Tecno_Spark_40_KM5_MT6768_15.1.1.108SP03_OP001PF001AZ_250701.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465212+00:00,
Tecno Spark 40 KM5,KM5,15.1.1.111,,5.59 GB,MT6768,,,Tecno_Spark_40_KM5_MT6768_15.1.1.111_OPPJ001PF001PJ_250710.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465235+00:00,
Tecno Spark 40 KM5,KM5,15.1.1.121,,5.59 GB,MT6768,,,Tecno_Spark_40_KM5_MT6768_15.1.1.121_OP001PF001AZ_130825.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465255+00:00,
Tecno Spark 40 KM5,KM5,15.1.1.121SP11,,5.59 GB,MT6768,,,Tecno_Spark_40_KM5_MT6768_15.1.1.121SP11_OP001PF001AZ_260925.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465275+00:00,
Tecno Spark 40 KM5,KM5,15.1.2.155SP01,OP001PF001AZ,5.77 GB,MT6768,2026-01-14,260114,Tecno_Spark_40_KM5_MT6768_15.1.2.155SP01_OP001PF001AZ_260114_MXML.zip,https://naijarom.com/tecno-spark-40-km5,2026-09-22T01:12:59.465299+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.1.111SP05,,5 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.1.111SP05_RU001PF001AZ_100725.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083505+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.1.106SP06,,5.69 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.1.106SP06_OP001PF001AZ_250613.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083587+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.129SP01,,5.98 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.129SP01_OP001PF001AZ_141025.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083654+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.129,,4.97 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.129_EU001PF001AZ_251015.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083718+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.131SP01,,5.05 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.131SP01_RU001PF001AZ_251019.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083783+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.155SP01,,6 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.155SP01_OP001PF001AZ_160126.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083847+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.165SP01,,5.99 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.165SP01_OP001PF001AZ_260401.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083918+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.180,,6.26 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.180_OP001PF001AZ_150626.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.083981+00:00,
Tecno Spark 40 KM5N,KM5N,15.1.2.170SP05,,5.09 GB,MT6768,,,Tecno_Spark_40_KM5N_MT6768_15.1.2.170SP05_RU001PF001AZ_260422.zip,https://naijarom.com/tecno-spark-40-km5n,2026-09-22T01:13:04.084050+00:00,
Tecno Spark 40 KM5S,KM5S,15.1.1.109,,4.69 GB,MT6768,,,Tecno_Spark_40_KM5S_MT6768_15.1.1.109_GTTG001PF001LC_010725.zip,https://naijarom.com/tecno-spark-40-km5s,2026-09-22T01:13:09.272001+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.113SP01,OP001PF001AZ,6.83 GB,MT6835,2025-08-19,190825,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.113SP01_OP001PF001AZ_190825_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341687+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.113SP25,TR001PF001AZ,6.21 GB,MT6835,2025-09-12,120925,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.113SP25_TR001PF001AZ_120925_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341734+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.125SP08,OP001PF001AZ,6.98 GB,MT6835,2025-10-10,101025,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.125SP08_OP001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341767+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.145SP02,OP001PF001AZ,6.92 GB,MT6835,2025-12-24,241225,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.145SP02_OP001PF001AZ_241225_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341799+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.145SP02,OPPJ001PF001PJ,6.92 GB,MT6835,2025-12-25,251225,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.145SP02_OPPJ001PF001PJ_251225_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341833+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.145SP02,TR001PF001AZ,6.15 GB,MT6835,2025-12-24,241225,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.145SP02_TR001PF001AZ_241225_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341864+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.145SP06,COCL001PF001AZ,6.18 GB,MT6835,2026-01-08,080126,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.145SP06_COCL001PF001AZ_080126_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341899+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.165SP05,OP001PF001AZ,6.99 GB,MT6835,2026-03-24,240326,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.165SP05_OP001PF001AZ_240326_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341939+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.165SP05,COCL001PF001AZ,6.18 GB,MT6835,2024-03-26,260324,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.165SP05_COCL001PF001AZ_260324_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.341971+00:00,
Tecno Spark 40 5G KM8N,KM8N,15.1.2.165SP15,OP001PF001AZ,7 GB,MT6835,2026-05-15,260515,Tecno_Spark_40_5G_KM8N_MT6835_15.1.2.165SP15_OP001PF001AZ_260515_MXML.zip,https://naijarom.com/tecno-spark-40-5g-km8n,2026-09-22T01:13:14.342003+00:00,
Tecno Spark 40 Pro KM5,KM5,15.1.1.103SP18,,5.37 GB,MT6768,,,Tecno_Spark_40_Pro_KM5_MT6768_15.1.1.103SP18_OP001PF001AZ_060625.zip,https://naijarom.com/tecno-spark-40-pro-km5,2026-09-22T01:13:19.292486+00:00,
Tecno Spark 40 Pro KM5,KM5,15.1.1.108SP03,,5.45 GB,MT6768,,,Tecno_Spark_40_Pro_KM5_MT6768_15.1.1.108SP03_OP001PF001AZ_250701.zip,https://naijarom.com/tecno-spark-40-pro-km5,2026-09-22T01:13:19.292524+00:00,
Tecno Spark 40 Pro KM5,KM5,15.1.1.121,,5.59 GB,MT6768,,,Tecno_Spark_40_Pro_KM5_MT6768_15.1.1.121_OP001PF001AZ_130825.zip,https://naijarom.com/tecno-spark-40-pro-km5,2026-09-22T01:13:19.292550+00:00,
Tecno Spark 40 Pro KM5,KM5,15.1.2.129SP01,,5.75 GB,MT6768,,,Tecno_Spark_40_Pro_KM5_MT6768_15.1.2.129SP01_OP001PF001AZ_141024.zip,https://naijarom.com/tecno-spark-40-pro-km5,2026-09-22T01:13:19.292577+00:00,
Tecno Spark 40 Pro KM5,KM5,15.1.2.155SP01,OP001PF001AZ,5.77 GB,MT6768,2026-01-14,260114,Tecno_Spark_40_Pro_KM5_MT6768_15.1.2.155SP01_OP001PF001AZ_260114_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km5,2026-09-22T01:13:19.292598+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.1.107SP10,OP001PF001AZ,8.14 GB,MT6789,2025-06-30,300625,Tecno_Spark_40_Pro_KM6_MT6789_15.1.1.107SP10_OP001PF001AZ_300625_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324231+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.1.112SP06,OP001PF001AZ,8.25 GB,MT6789,2025-07-23,230725,Tecno_Spark_40_Pro_KM6_MT6789_15.1.1.112SP06_OP001PF001AZ_230725_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324272+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.1.116SP01,COCL001PF001AZ,7.85 GB,MT6789,2025-08-01,250801,Tecno_Spark_40_Pro_KM6_MT6789_15.1.1.116SP01_COCL001PF001AZ_250801_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324309+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.1.121SP02,RU001PF001AZ,7.55 GB,MT6789,2025-08-15,150825,Tecno_Spark_40_Pro_KM6_MT6789_15.1.1.121SP02_RU001PF001AZ_150825_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324341+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.1.121SP02,OP001PF001AZ,8.34 GB,MT6789,2025-08-15,150825,Tecno_Spark_40_Pro_KM6_MT6789_15.1.1.121SP02_OP001PF001AZ_150825_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324373+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.126SP03,EU001PF001AZ,7.57 GB,MT6789,2025-10-10,101025,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.126SP03_EU001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324404+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.126SP03,RU001PF001AZ,7.62 GB,MT6789,2025-10-10,101025,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.126SP03_RU001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324435+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.126SP03,TR001PF001AZ,7.81 GB,MT6789,2025-10-10,101025,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.126SP03_TR001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324466+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.126SP03,OP001PF001AZ,8.55 GB,MT6789,2025-10-10,101025,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.126SP03_OP001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324522+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.145SP10,,8.49 GB,MT6789,,,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.145SP10_OP001PF001AZ_Open_Market_140126_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324586+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.165,OP001PF001AZ,8.55 GB,,2026-03-12,120326,Tecno_Spark_40_Pro_KM6_15.1.2.165_OP001PF001AZ_120326_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324674+00:00,
Tecno Spark 40 Pro KM6,KM6,15.1.2.165SP05,OP001PF001AZ,8.55 GB,MT6789,2026-03-20,200326,Tecno_Spark_40_Pro_KM6_MT6789_15.1.2.165SP05_OP001PF001AZ_200326_MXML.zip,https://naijarom.com/tecno-spark-40-pro-km6,2026-09-22T01:13:24.324707+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.1.108SP02,OP001PF001AZ,8 GB,,2025-06-24,240625,Tecno_Spark_40_Pro_Plus_KM7_15.1.1.108SP02_OP001PF001AZ_240625_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.735853+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.1.105SP15,OP001PF001AZ,8 GB,MT6789,2025-06-22,220625,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.1.105SP15_OP001PF001AZ_220625_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.735900+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.1.113SP01,OP001PF001AZ,8.11 GB,MT6789,2025-07-17,170725,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.1.113SP01_OP001PF001AZ_170725_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.735946+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.1.121SP05,RU001PF001AZ,7.49 GB,MT6789,2025-09-12,120925,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.1.121SP05_RU001PF001AZ_120925_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.735963+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.1.121SP05,OP001PF001AZ,8.24 GB,MT6789,2025-09-12,120925,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.1.121SP05_OP001PF001AZ_120925_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.735987+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.128SP01,OP001PF001AZ,8.30 GB,MT6789,2025-10-10,101025,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.2.128SP01_OP001PF001AZ_101025_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736003+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.128SP01,RU001PF001AZ,7.55 GB,MT6789,2025-10-10,251010,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.2.128SP01_RU001PF001AZ_251010_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736018+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.145SP01,OPPJ001PF001PJ,8.38 GB,MT6789,2025-12-11,111225,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.2.145SP01_OPPJ001PF001PJ_111225_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736033+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.145SP10,OP001PF001AZ,8.38 GB,,2026-01-14,140126,Tecno_Spark_40_Pro_Plus_KM7_15.1.2.145SP10_OP001PF001AZ_140126_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736051+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.145SP11,RU001PF001AZ,7.56 GB,MT6789,2026-01-19,190126,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.2.145SP11_RU001PF001AZ_190126_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736069+00:00,
Tecno Spark 40 Pro Plus KM7,KM7,15.1.2.165SP05,OP001PF001AZ,8.44 GB,MT6789,2026-03-25,250326,Tecno_Spark_40_Pro_Plus_KM7_MT6789_15.1.2.165SP05_OP001PF001AZ_250326_MXML.zip,https://naijarom.com/tecno-spark-40-pro-plus-km7,2026-09-22T01:13:29.736087+00:00,
Tecno Spark 40C KM4K,KM4K,15.1.1.106SP30,,5.39 GB,MT6768,,,Tecno_Spark_40C_KM4K_MT6768_15.1.1.106SP30_OP001PF001AZ_030725.zip,https://naijarom.com/tecno-spark-40c-km4k,2026-09-22T01:13:34.806462+00:00,
Tecno Spark 40C KM4K,KM4K,15.1.1.111SP01,,4.71 GB,MT6768,,,Tecno_Spark_40C_KM4K_MT6768_15.1.1.111SP01_RU001PF001AZ_110725.zip,https://naijarom.com/tecno-spark-40c-km4k,2026-09-22T01:13:34.806537+00:00,
Tecno Spark 40C KM4K,KM4K,15.1.2.126SP03,,4.77 GB,MT6768,,,Tecno_Spark_40C_KM4K_MT6768_15.1.2.126SP03_RU001PF001AZ_251010.zip,https://naijarom.com/tecno-spark-40c-km4k,2026-09-22T01:13:34.806597+00:00,
Tecno Spark 40C KM4K,MT6768,15.1.2.165,,5.7 GB,MT6768,,,Tecno_Spark_40C_KM4k_MT6768_15.1.2.165_OP001PF001AZ_260311.zip,https://naijarom.com/tecno-spark-40c-km4k,2026-09-22T01:13:34.806655+00:00,
Tecno Spark 40C KM4K,KM4K,15.1.2.185,,4.92 GB,MT6768,,,Tecno_Spark_40C_KM4K_MT6768_15.1.2.185_RU001PF001AZ_260715.zip,https://naijarom.com/tecno-spark-40c-km4k,2026-09-22T01:13:34.806709+00:00,
Tecno Spark 50 KN4n,MT6768,16.2.0.140SP05,,7.41 GB,MT6768,,,Tecno_Spark_50_KN4n_MT6768_16.2.0.140SP05_OP004PF001AZ_260525.zip,https://naijarom.com/tecno-spark-50-kn4n,2026-09-22T01:13:39.897963+00:00,
Tecno Spark 50 KN4n,MT6768,16.2.0.140SP11,,6.28 GB,MT6768,,,Tecno_Spark_50_KN4n_MT6768_16.2.0.140SP11_RU005PF001AZ.zip,https://naijarom.com/tecno-spark-50-kn4n,2026-09-22T01:13:39.898019+00:00,
Tecno Spark 50 KN4n,MT6768,16.2.0.145SP06,,6.39 GB,MT6768,,,Tecno_Spark_50_KN4n_MT6768_16.2.0.145SP06_RU006PF001AZ.zip,https://naijarom.com/tecno-spark-50-kn4n,2026-09-22T01:13:39.898041+00:00,
Tecno Spark 50 KN4n,MT6768,16.2.0.130SP09,,7.41 GB,MT6768,,,Tecno_Spark_50_KN4n_MT6768_16.2.0.130SP09_OP009PF001AZ.zip,https://naijarom.com/tecno-spark-50-kn4n,2026-09-22T01:13:39.898078+00:00,
Tecno Spark 50 4G KN4,KN4,16.2.0.145SP06,,7.58 GB,MT6768,,,Tecno_Spark_50_4G_KN4_MT6768_16.2.0.145SP06_OPPJ005PF001PJ.zip,https://naijarom.com/tecno-spark-50-4g-kn4,2026-09-22T01:13:44.616813+00:00,
Tecno Spark 50 4G KN4,KN4,16.2.0.130SP09,,6.44 GB,MT6768,,,Tecno_Spark_50_4G_KN4_MT6768_16.2.0.130SP09_GTTG008PF001AZ.zip,https://naijarom.com/tecno-spark-50-4g-kn4,2026-09-22T01:13:44.616929+00:00,
Tecno Spark 50 4G KN4,KN4,16.2.0.140SP05,,7.43 GB,MT6768,,,Tecno_Spark_50_4G_KN4_MT6768_16.2.0.140SP05_OP004PF001AZ.zip,https://naijarom.com/tecno-spark-50-4g-kn4,2026-09-22T01:13:44.616955+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.110SP23,TR001PF001AZ,8.19 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.110SP23_TR001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915186+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.110SP27,OP001PF001AZ,9.13 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.110SP27_OP001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915220+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.110SP27,OPPJ001PF001PJ,9.13 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.110SP27_OPPJ001PF001PJ_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915239+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.110SP22,OP001PF001AZ,9.13 GB,MT6835,2026-01-01,260101,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.110SP22_OP001PF001AZ_260101_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915257+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.120SP07,IN001PF001AZ,7.88 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.120SP07_IN001PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915273+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.120SP07,IN001PF001M1,7.88 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.120SP07_IN001PF001M1_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915290+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.120SP08,COCL003PF001AZ,7.96 GB,MT6835,2026-01-01,010126,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.120SP08_COCL003PF001AZ_010126_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915310+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.120SP07,OP001PF001AZ,8.91 GB,MT6835,2026-01-01,260101,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.120SP07_OP001PF001AZ_260101_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915326+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.140SP05,IN003PF001AZ,7.74 GB,MT6835,2026-01-01,260101,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.140SP05_IN003PF001AZ_260101_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915345+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.140SP05,IN003PF001M1,7.74 GB,MT6835,2026-01-01,260101,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.140SP05_IN003PF001M1_260101_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915361+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.145SP01,IN002PF001AZ,7.92 GB,MT6835,2026-06-11,260611,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.145SP01_IN002PF001AZ_260611_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915377+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.145SP01,IN002PF001M1,7.92 GB,MT6835,2026-06-11,260611,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.145SP01_IN002PF001M1_260611_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915393+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.145SP01,,8.95 GB,MT6835,,,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.145SP01_OPPJ002PF001PJ_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915427+00:00,
Tecno Spark 50 5G KN8,KN8,16.2.0.150SP19,,7.93 GB,MT6835,,,Tecno_Spark_50_5G_KN8_MT6835_16.2.0.150SP19_IN005PF001M1_MXML.zip,https://naijarom.com/tecno-spark-50-5g-kn8,2026-09-22T01:13:49.915476+00:00,
Tecno Spark 50C KN3,KN3,15.1.2.175SP07,IN001PF001AZ,5.63 GB,,2026-06-16,260616,Tecno_Spark_50C_KN3_15.1.2.175SP07_IN001PF001AZ_260616_SPD.zip,https://naijarom.com/tecno-spark-50c-kn3,2026-09-22T01:13:55.147385+00:00,
Tecno Spark 50C KN3,KN3,15.1.2.175SP07,OP001PF001M1,6.80 GB,,2025-06-26,260625,Tecno_Spark_50C_KN3_15.1.2.175SP07_OP001PF001M1_260625_SPD.zip,https://naijarom.com/tecno-spark-50c-kn3,2026-09-22T01:13:55.147430+00:00,
Tecno Spark 50C KN3,KN3,15.1.2.175SP07,OPPJ001PF001PJ,6.80 GB,,2026-06-16,260616,Tecno_Spark_50C_KN3_15.1.2.175SP07_OPPJ001PF001PJ_260616_SPD.zip,https://naijarom.com/tecno-spark-50c-kn3,2026-09-22T01:13:55.147467+00:00,
Tecno Spark 50C KN3,KN3,15.1.2.175SP07,TR001PF001AZ,5.77 GB,,2026-06-18,260618,Tecno_Spark_50C_KN3_15.1.2.175SP07_TR001PF001AZ_260618_SPD.zip,https://naijarom.com/tecno-spark-50c-kn3,2026-09-22T01:13:55.147502+00:00,
Tecno Spark 50C KN3,KN3,15.1.2.185SP08,IN001PF001AZ,5.63 GB,,2026-08-07,260807,Tecno_Spark_50C_KN3_15.1.2.185SP08_IN001PF001AZ_260807_SPD.zip,https://naijarom.com/tecno-spark-50c-kn3,2026-09-22T01:13:55.147540+00:00,
Tecno Spark K7,K7,V180,,1.5 GB,MT6580,2024-01-18,180124,Tecno_Spark_K7_MT6580_V180_180124.zip,https://naijarom.com/tecno-spark-k7,2026-09-22T01:14:00.267936+00:00,
Tecno Spark CM,,,,,,,,,https://naijarom.com/tecno-spark-cm,2026-09-22T01:14:05.478390+00:00,no firmware versions found on page
Tecno Spark CM KA9,KA9,,,,,,,,https://naijarom.com/tecno-spark-cm-ka9,2026-09-22T01:14:10.612271+00:00,no firmware versions found on page
Tecno Spark Go 1 KL4,KL4,,,,,,,,https://naijarom.com/tecno-spark-go-1-kl4,2026-09-22T01:14:15.691160+00:00,no firmware versions found on page
Tecno Spark Go 1 KL4S,KL4S,,,,,,,,https://naijarom.com/tecno-spark-go-1-kl4s,2026-09-22T01:14:20.710182+00:00,no firmware versions found on page
Tecno Spark Go 2 KM4,KM4,15.1.0.105SP09,OP001PL001M1,4.80 GB,,2025-05-12,120525,Tecno_Spark_Go_2_KM4_15.1.0.105SP09_OP001PL001M1_120525_SPD.zip,https://naijarom.com/tecno-spark-go-2-km4,2026-09-22T01:14:26.974181+00:00,
Tecno Spark Go 2 KM4,KM4,15.1.0.113SP02,OP001PL001M1,4.80 GB,,2025-06-12,120625,Tecno_Spark_Go_2_KM4_15.1.0.113SP02_OP001PL001M1_120625_SPD.zip,https://naijarom.com/tecno-spark-go-2-km4,2026-09-22T01:14:26.974211+00:00,
Tecno Spark Go 2 KM4,KM4,15.1.0.113SP09,OP001PL001M1,4.80 GB,,2025-06-22,220625,Tecno_Spark_Go_2_KM4_15.1.0.113SP09_OP001PL001M1_220625_SPD.zip,https://naijarom.com/tecno-spark-go-2-km4,2026-09-22T01:14:26.974229+00:00,
