model,csc,build,spl,fetched_at
SM-A035F,EGY,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU1AVG8,2022-06-01,2026-09-11T14:34:24Z
SM-A035F,ILO,A035FXXU1BVH4,2022-07-01,2026-09-11T14:34:12Z
SM-A035F,XSG,A035FXXU1BVH4,2022-07-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:15Z
SM-A035F,XSG,A035FXXU1BVH9,2022-07-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU2BVI8,2022-09-01,2026-09-11T14:34:24Z
SM-A035F,INS,A035FXXU2CVL4,2022-11-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU2CVL4,2022-11-01,2026-09-11T14:34:15Z
SM-A035F,XSG,A035FXXU2CVL4,2022-11-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:15Z
SM-A035F,XSG,A035FXXU2CWA5,2022-11-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU2CWA8,2022-11-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU3CWD2,2023-03-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU4CWF3,2023-06-01,2026-09-11T14:34:24Z
SM-A035F,AFG,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:27Z
SM-A035F,EGY,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:18Z
SM-A035F,ILO,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:12Z
SM-A035F,INS,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:30Z
SM-A035F,MID,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:15Z
SM-A035F,TUR,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:21Z
SM-A035F,XSG,A035FXXU4CWI1,2023-08-01,2026-09-11T14:34:24Z
SM-A037F,AFG,A037FXXS2BVI2,2022-10-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS2BVI2,2022-10-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS2BVI2,2022-10-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXS2BVI2,2022-10-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXS2BVI2,2022-10-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS2BVI2,2022-10-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS2BVI2,2022-10-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXS2CWA3,2023-01-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS2CWA3,2023-01-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS2CWA3,2023-01-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXS2CWA3,2023-01-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXS2CWA3,2023-01-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS2CWA3,2023-01-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS2CWA3,2023-01-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXS3CWC7,2023-04-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS3CWC7,2023-04-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS3CWC7,2023-04-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXS3CWC7,2023-04-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXS3CWC7,2023-04-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS3CWC7,2023-04-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS3CWC7,2023-04-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXS5CWK1,2023-11-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS5CWK1,2023-11-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS5CWK1,2023-11-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXS5CWK1,2023-11-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXS5CWK1,2023-11-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS5CWK1,2023-11-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS5CWK3,2023-11-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXS5CWL2,2023-12-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXS6CXE2,2024-05-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS6CXE2,2024-05-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS6CXE2,2024-05-01,2026-09-11T14:34:50Z
SM-A037F,MID,A037FXXS6CXE2,2024-05-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS6CXE2,2024-05-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS6CXE3,2024-05-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXS6CXE4,2024-05-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXS7CXK1,2024-11-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS7CXK1,2024-11-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS7CXK1,2024-11-01,2026-09-11T14:34:50Z
SM-A037F,MID,A037FXXS7CXK1,2024-11-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS7CXK1,2024-11-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS7CXK2,2024-11-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXS7CXK3,2024-11-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXS8CYE1,2025-05-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXS8CYE1,2025-05-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXS8CYE1,2025-05-01,2026-09-11T14:34:50Z
SM-A037F,MID,A037FXXS8CYE1,2025-05-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXS8CYE1,2025-05-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXS8CYE2,2025-05-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXS8CYE3,2025-05-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXU1AUH2,2021-08-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1AUH2,2021-08-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1AUH2,2021-08-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1AUH2,2021-08-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1AUH2,2021-08-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1AUH2,2021-08-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AUH2,2021-08-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU1AUH3,2021-08-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1AUH3,2021-08-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1AUH3,2021-08-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1AUH3,2021-08-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1AUH3,2021-08-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1AUH3,2021-08-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AUH3,2021-08-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXU1AUI6,2021-08-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXU1AUI7,2021-09-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1AUI7,2021-09-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1AUI7,2021-09-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1AUI7,2021-09-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1AUI7,2021-09-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1AUI7,2021-09-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AUI7,2021-09-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXU1AUJ2,2021-09-01,2026-09-11T14:35:08Z
SM-A037F,AFG,A037FXXU1AVA1,2022-01-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1AVA1,2022-01-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1AVA1,2022-01-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1AVA1,2022-01-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1AVA1,2022-01-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1AVA1,2022-01-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AVA1,2022-01-01,2026-09-11T14:35:01Z
SM-A037F,INS,A037FXXU1AVB1,2022-02-01,2026-09-11T14:35:08Z
SM-A037F,TUR,A037FXXU1AVB1,2022-02-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AVB1,2022-02-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU1AVC1,2022-04-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1AVC1,2022-04-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1AVC1,2022-04-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1AVC1,2022-04-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1AVC1,2022-04-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1AVC1,2022-04-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1AVC1,2022-04-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU1BVFB,2022-06-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU1BVFB,2022-06-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU1BVFB,2022-06-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU1BVFB,2022-06-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU1BVFB,2022-06-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU1BVFB,2022-06-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU1BVFB,2022-06-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU2BVH5,2022-07-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU2BVH5,2022-07-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU2BVH5,2022-07-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU2BVH5,2022-07-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU2BVH5,2022-07-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU2BVH5,2022-07-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU2BVH5,2022-07-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU2CVK7,2022-11-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU2CVK7,2022-11-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU2CVK7,2022-11-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU2CVK7,2022-11-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU2CVK7,2022-11-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU2CVK7,2022-11-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU2CVK7,2022-11-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU2CWC3,2023-03-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU2CWC3,2023-03-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU2CWC3,2023-03-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU2CWC3,2023-03-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU2CWC3,2023-03-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU2CWC3,2023-03-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU2CWC3,2023-03-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU4CWG6,2023-06-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU4CWG6,2023-06-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU4CWG6,2023-06-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU4CWG6,2023-06-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU4CWG6,2023-06-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU4CWG6,2023-06-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU4CWG6,2023-06-01,2026-09-11T14:35:01Z
SM-A037F,AFG,A037FXXU4CWI1,2023-09-01,2026-09-11T14:35:05Z
SM-A037F,EGY,A037FXXU4CWI1,2023-09-01,2026-09-11T14:34:56Z
SM-A037F,ILO,A037FXXU4CWI1,2023-09-01,2026-09-11T14:34:50Z
SM-A037F,INS,A037FXXU4CWI1,2023-09-01,2026-09-11T14:35:08Z
SM-A037F,MID,A037FXXU4CWI1,2023-09-01,2026-09-11T14:34:53Z
SM-A037F,TUR,A037FXXU4CWI1,2023-09-01,2026-09-11T14:34:58Z
SM-A037F,XSG,A037FXXU4CWJ3,2023-09-01,2026-09-11T14:35:01Z
SM-A042F,AFG,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:28Z
SM-A042F,INS,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:46Z
SM-A042F,MID,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS1AWA1,2022-12-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:28Z
SM-A042F,INS,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:46Z
SM-A042F,MID,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS2CWC3,2023-04-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:28Z
SM-A042F,INS,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:46Z
SM-A042F,MID,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS3CWG6,2023-06-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:28Z
SM-A042F,INS,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:46Z
SM-A042F,MID,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS5CWJ2,2023-10-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:28Z
SM-A042F,INS,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:46Z
SM-A042F,MID,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS6CWL1,2023-12-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXS6DXC2,2024-03-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS6DXC4,2024-03-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS7DXE1,2024-05-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXS8EXF2,2024-07-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS8EXF3,2024-07-01,2026-09-11T14:35:40Z
SM-A042F,AFG,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXS9EXI2,2024-09-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSAEXJ3,2024-10-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSAEXJ4,2024-10-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSAEYA3,2025-01-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSAEYA4,2025-01-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSBEYD1,2025-04-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSBEYD2,2025-04-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSCEYG2,2025-07-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSCEYG3,2025-07-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSDEYJ1,2025-10-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSDEYJ2,2025-10-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSEEZA3,2026-01-01,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSEEZA4,2026-01-01,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSFEZB8,2026-02-05,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSFEZB9,2026-02-05,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSGEZE1,2026-05-05,2026-09-11T14:35:46Z
SM-A042F,INS,A042FXXSGEZF1,2026-05-05,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:28Z
SM-A042F,MID,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:31Z
SM-A042F,TUR,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:37Z
SM-A042F,XSG,A042FXXSGEZF2,2026-05-05,2026-09-11T14:35:40Z
SM-A042F,INS,A042FXXSHEZH1,2026-08-05,2026-09-11T14:35:46Z
SM-A042F,AFG,A042FXXSHEZH2,2026-08-05,2026-09-11T14:35:43Z
SM-A042F,EGY,A042FXXSHEZH2,2026-08-05,2026-09-11T14:35:34Z
SM-A042F,ILO,A042FXXSHEZH2,2026-08-05,2026-09-11T14:35:28Z
