model,csc,build,spl,fetched_at
SM-A366B,XSG,A366BXXS5BYK3,2025-11-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXS6BYL1,2025-12-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXS6BYL1,2025-12-01,2026-09-11T14:57:09Z
SM-A366B,ILO,A366BXXS6BYL1,2025-12-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXS6BYL1,2025-12-01,2026-09-11T14:57:06Z
SM-A366B,XSG,A366BXXS6BYL1,2025-12-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXS7BZA1,2026-01-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXS8BZB6,2026-02-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXS8BZC2,2026-03-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXS9BZDA,2026-04-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXSACZE3,2026-05-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXSACZF1,2026-06-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXSBCZG1,2026-07-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXSCCZH1,2026-08-05,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXU2AYD8,2025-04-01,2026-09-11T14:57:15Z
SM-A366B,EUX,A366BXXU2AYE3,2025-04-01,2026-09-11T14:57:24Z
SM-A366B,TUR,A366BXXU2AYE3,2025-04-01,2026-09-11T14:57:12Z
SM-A366B,AFG,A366BXXU4AYFD,2025-07-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXU4AYFD,2025-07-01,2026-09-11T14:57:09Z
SM-A366B,ILO,A366BXXU4AYFD,2025-07-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXU4AYFD,2025-07-01,2026-09-11T14:57:06Z
SM-A366B,XSG,A366BXXU4AYFD,2025-07-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXU4BYI7,2025-09-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXU5BYK5,2025-11-01,2026-09-11T14:57:15Z
SM-A366B,AFG,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:18Z
SM-A366B,EGY,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:09Z
SM-A366B,EUX,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:24Z
SM-A366B,ILO,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:03Z
SM-A366B,MID,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:06Z
SM-A366B,TUR,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:12Z
SM-A366B,XSA,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:34Z
SM-A366B,XSG,A366BXXU9CZDD,2026-04-05,2026-09-11T14:57:15Z
SM-A376B,AFG,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXS2AZC2,2026-04-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXS2AZC2,2026-04-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXS2AZC2,2026-04-05,2026-09-11T14:57:52Z
SM-A376B,AFG,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXS2AZE2,2026-05-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXS2AZE2,2026-05-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXS2AZE2,2026-05-05,2026-09-11T14:57:52Z
SM-A376B,AFG,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXS3AZF5,2026-06-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXS3AZF5,2026-06-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXS3AZF5,2026-06-05,2026-09-11T14:57:52Z
SM-A376B,AFG,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXS4AZG4,2026-07-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXS4AZG4,2026-07-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXS4AZG4,2026-07-05,2026-09-11T14:57:52Z
SM-A376B,AFG,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXS5AZH4,2026-08-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXS5AZH4,2026-08-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXS5AZH4,2026-08-05,2026-09-11T14:57:52Z
SM-A376B,AFG,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:55Z
SM-A376B,EGY,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:46Z
SM-A376B,EUX,A376BXXU2AZD5,2026-04-05,2026-09-11T14:58:01Z
SM-A376B,ILO,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:40Z
SM-A376B,MID,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:43Z
SM-A376B,TUR,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:49Z
SM-A376B,XSA,A376BXXU2AZD5,2026-04-05,2026-09-11T14:58:10Z
SM-A376B,XSG,A376BXXU2AZD5,2026-04-05,2026-09-11T14:57:52Z
SM-A505F,INS,A505FDDS2ASI3,2019-10-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS2ASI5,2019-10-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS2ASI5,2019-10-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS2ASI5,2019-10-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS2ASI5,2019-10-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS2ASI5,2019-10-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS3ASK5,2019-11-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS3ASK6,2019-11-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS3ASK6,2019-11-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS3ASK6,2019-11-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS3ASK6,2019-11-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS3ASK6,2019-11-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS4ATA1,2020-01-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS4ATA1,2020-01-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS4ATA1,2020-01-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS4ATA1,2020-01-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS4ATA1,2020-01-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS4ATA3,2020-01-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:23Z
SM-A505F,INS,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS4ATB6,2020-02-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS4ATC1,2020-03-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS4ATC1,2020-03-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS4ATC1,2020-03-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS4ATC1,2020-03-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS4ATC1,2020-03-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS4BTD2,2020-04-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS4BTD2,2020-04-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS4BTD2,2020-04-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS4BTD2,2020-04-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS4BTD2,2020-04-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS5BTF1,2020-06-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS5BTF1,2020-06-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS5BTF1,2020-06-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS5BTF1,2020-06-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS5BTF1,2020-06-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS5BTF2,2020-06-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS5BTG3,2020-07-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS5BTG3,2020-07-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS5BTG3,2020-07-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS5BTG3,2020-07-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS5BTG3,2020-07-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS5BTG5,2020-07-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS5BTH5,2020-08-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS5BTH5,2020-08-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS5BTH5,2020-08-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS5BTH5,2020-08-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS5BTH5,2020-08-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS5BTI5,2020-09-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS5BTI5,2020-09-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS5BTI5,2020-09-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS5BTI5,2020-09-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS5BTI5,2020-09-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS5BTJ8,2020-10-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS5BTJC,2020-11-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS5BTJC,2020-11-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS5BTJC,2020-11-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS5BTJC,2020-11-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS5BTJC,2020-11-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS5BTK3,2020-11-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:23Z
SM-A505F,INS,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS6BUA8,2021-01-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:17Z
SM-A505F,INS,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS7BUB5,2021-02-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CUF1,2021-07-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CUF2,2021-07-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CUH3,2021-08-01,2026-09-11T14:58:35Z
SM-A505F,INS,A505FDDS9CUI4,2021-09-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CUI5,2021-09-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CUJ1,2021-10-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CUJ2,2021-10-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CUJ2,2021-10-01,2026-09-11T14:58:23Z
SM-A505F,MID,A505FDDS9CUJ2,2021-10-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CUJ2,2021-10-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CUJ2,2021-10-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CUK1,2021-11-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CUK2,2021-11-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CUL1,2021-12-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CUL2,2021-12-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CVA3,2022-01-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CVA4,2022-01-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CVC1,2022-03-01,2026-09-11T14:58:35Z
SM-A505F,INS,A505FDDS9CVF3,2022-06-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:17Z
SM-A505F,INS,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CVJ1,2022-10-01,2026-09-11T14:58:29Z
SM-A505F,AFG,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:17Z
SM-A505F,MID,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDS9CWA1,2023-01-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDS9CWA2,2023-01-01,2026-09-11T14:58:35Z
SM-A505F,INS,A505FDDU1ASBD,2019-02-01,2026-09-11T14:58:35Z
SM-A505F,INS,A505FDDU1ASC1,2019-03-01,2026-09-11T14:58:35Z
SM-A505F,INS,A505FDDU1ASC6,2019-03-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:17Z
SM-A505F,INS,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:20Z
SM-A505F,XSG,A505FDDU1ASC7,2019-03-01,2026-09-11T14:58:29Z
SM-A505F,TUR,A505FDDU1ASD2,2019-03-01,2026-09-11T14:58:26Z
SM-A505F,AFG,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:33Z
SM-A505F,EGY,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:23Z
SM-A505F,ILO,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:17Z
SM-A505F,INS,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:35Z
SM-A505F,MID,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDU1ASD6,2019-04-01,2026-09-11T14:58:26Z
SM-A505F,XSG,A505FDDU1ASE1,2019-04-01,2026-09-11T14:58:29Z
SM-A505F,INS,A505FDDU1ASE2,2019-05-01,2026-09-11T14:58:35Z
SM-A505F,AFG,A505FDDU1ASE3,2019-05-01,2026-09-11T14:58:33Z
SM-A505F,MID,A505FDDU1ASE3,2019-05-01,2026-09-11T14:58:20Z
SM-A505F,TUR,A505FDDU1ASE3,2019-05-01,2026-09-11T14:58:26Z
