model,csc,ap,csc_ver,cp,kind
SM-A315F,EGY,A315FXXU2DWB3,A315FOJM2DWB3,A315FXXU2DWB3,upgrade
SM-A315F,EGY,A315FXXS1CVD2,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,EGY,A315FXXU1DVD8,A315FOJM1DVD8,A315FXXU1DVD8,upgrade
SM-A315F,EGY,A315FXXS1CUK2,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,EGY,A315FXXU1CUH2,A315FOJM1CUH2,A315FXXU1CUF2,upgrade
SM-A315F,EGY,A315FXXS1CUG1,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,EGY,A315FXXS2DWA2,A315FOJM2DWA2,A315FXXS2DWA2,upgrade
SM-A315F,EGY,A315FXXU1CUF2,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,EGY,A315FXXU1CVA1,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,EGY,A315FXXU1CUK4,A315FOJM1CUK4,A315FXXU1CUK3,upgrade
SM-A315F,EGY,A315FXXU1DVG8,A315FOJM1DVG8,A315FXXU1DVG8,upgrade
SM-A315F,EGY,A315FXXS4DWH1,A315FOJM4DWH1,A315FXXS4DWH1,upgrade
SM-A315F,EGY,A315FXXU1DVF1,A315FOJM1DVF2,A315FXXU1DVF1,upgrade
SM-A315F,EGY,A315FXXU1CUD4,A315FOJM1CUD4,A315FXXU1CUD4,upgrade
SM-A315F,EGY,A315FXXU1CUH3,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,ILO,A315FXXS5DXB1,A315FOJM5DXB1,A315FXXS5DXB1,latest
SM-A315F,ILO,A315FXXU1DVJ2,A315FOJM1DVJ2,A315FXXU1DVG8,upgrade
SM-A315F,ILO,A315FXXU2DWB3,A315FOJM2DWB3,A315FXXU2DWB3,upgrade
SM-A315F,ILO,A315FXXS1CVD2,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,ILO,A315FXXU1DVD8,A315FOJM1DVD8,A315FXXU1DVD8,upgrade
SM-A315F,ILO,A315FXXS1CUK2,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,ILO,A315FXXU1CUH2,A315FOJM1CUH2,A315FXXU1CUF2,upgrade
SM-A315F,ILO,A315FXXS1CUG1,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,ILO,A315FXXU1CUF2,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,ILO,A315FXXU1CVA1,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,ILO,A315FXXU1CUK4,A315FOJM1CUK4,A315FXXU1CUK3,upgrade
SM-A315F,ILO,A315FXXU1DVG8,A315FOJM1DVG8,A315FXXU1DVG8,upgrade
SM-A315F,ILO,A315FXXS4DWH1,A315FOJM4DWH1,A315FXXS4DWH1,upgrade
SM-A315F,ILO,A315FXXU1DVF1,A315FOJM1DVF2,A315FXXU1DVF1,upgrade
SM-A315F,ILO,A315FXXU1CUD4,A315FOJM1CUD4,A315FXXU1CUD4,upgrade
SM-A315F,ILO,A315FXXU1CUH3,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,MID,A315FXXS5DXB1,A315FOJM5DXB1,A315FXXS5DXB1,latest
SM-A315F,MID,A315FXXU1DVJ2,A315FOJM1DVJ2,A315FXXU1DVG8,upgrade
SM-A315F,MID,A315FXXU2DWB3,A315FOJM2DWB3,A315FXXU2DWB3,upgrade
SM-A315F,MID,A315FXXS1CVD2,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,MID,A315FXXU1DVD8,A315FOJM1DVD8,A315FXXU1DVD8,upgrade
SM-A315F,MID,A315FXXS1CUK2,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,MID,A315FXXU1CUH2,A315FOJM1CUH2,A315FXXU1CUF2,upgrade
SM-A315F,MID,A315FXXS1CUG1,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,MID,A315FXXU1CUF2,A315FOJM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,MID,A315FXXU1CVA1,A315FOJM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,MID,A315FXXU1CUK4,A315FOJM1CUK4,A315FXXU1CUK3,upgrade
SM-A315F,MID,A315FXXU1DVG8,A315FOJM1DVG8,A315FXXU1DVG8,upgrade
SM-A315F,MID,A315FXXS4DWH1,A315FOJM4DWH1,A315FXXS4DWH1,upgrade
SM-A315F,MID,A315FXXU1DVF1,A315FOJM1DVF2,A315FXXU1DVF1,upgrade
SM-A315F,MID,A315FXXU1CUD4,A315FOJM1CUD4,A315FXXU1CUD4,upgrade
SM-A315F,MID,A315FXXU1CUH3,A315FOJM1CUH3,A315FXXU1CUH3,upgrade
SM-A315F,SEK,A315FXXS5DXB1,A315FOXM5DXB1,A315FXXS5DXB1,latest
SM-A315F,SEK,A315FXXS1CUG1,A315FOXM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,SEK,A315FXXS2DWA2,A315FOXM2DWA2,A315FXXS2DWA2,upgrade
SM-A315F,SEK,A315FXXU1CVA1,A315FOXM1CVA1,A315FXXU1CVA1,upgrade
SM-A315F,SEK,A315FXXU1CUK4,A315FOXM1CUK4,A315FXXU1CUK3,upgrade
SM-A315F,SEK,A315FXXU1CUF2,A315FOXM1CUF2,A315FXXU1CUF2,upgrade
SM-A315F,SEK,A315FXXS1CUK2,A315FOXM1CUK2,A315FXXU1CUI1,upgrade
SM-A315F,SEK,A315FXXU1DVG8,A315FOXM1DVG8,A315FXXU1DVG8,upgrade
SM-A315F,SEK,A315FXXS4DWH1,A315FOXM4DWH1,A315FXXS4DWH1,upgrade
SM-A315F,SEK,A315FXXU1CUD4,A315FOXM1CUD4,A315FXXU1CUD4,upgrade
SM-A315F,SEK,A315FXXU1DVF1,A315FOXM1DVF1,A315FXXU1DVF1,upgrade
SM-A315F,SEK,A315FXXS1CVD2,A315FOXM1CVD2,A315FXXU1CVA1,upgrade
SM-A315F,SEK,A315FXXU1CUH3,A315FOXM1CUH3,A315FXXU1CUI1,upgrade
SM-A315F,SEK,A315FXXU1DVD8,A315FOXM1DVD8,A315FXXU1DVD8,upgrade
SM-A315F,SEK,A315FXXU2DWB3,A315FOXM2DWB3,A315FXXU2DWB3,upgrade
SM-A325F,BTU,A325FXXSCDYB2,A325FOXMCDYB2,A325FXXSCDYB2,latest
SM-A325F,BTU,A325FXXU2BVF1,A325FOXM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,BTU,A325FXXU2AVC2,A325FOXM2AVC2,A325FXXU2AVB5,upgrade
SM-A325F,BTU,A325FXXS4DWD4,A325FOXM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,BTU,A325FXXU2AVB3,A325FOXM2AVB4,A325FXXU2AVB3,upgrade
SM-A325F,BTU,A325FXXU2BVD6,A325FOXM2BVE1,A325FXXU2BVD4,upgrade
SM-A325F,BTU,A325FXXU2BVG1,A325FOXM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,BTU,A325FXXU1AUC2,A325FOXM1AUC4,A325FXXU1AUC2,upgrade
SM-A325F,BTU,A325FXXU3DWB8,A325FOXM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,BTU,A325FXXS2BVJ2,A325FOXM2BVH1,A325FXXS2BVJ1,upgrade
SM-A325F,BTU,A325FXXU1AUD7,A325FOXM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,BTU,A325FXXU2CWA6,A325FOXM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,BTU,A325FXXSCDXL2,A325FOXMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,BTU,A325FXXU1AUB5,A325FOXM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,BTU,A325FXXU2AUK3,A325FOXM2AUL1,A325FXXU2AUK3,upgrade
SM-A325F,BTU,A325FXXU1AUCC,A325FOXM1AUCC,A325FXXU1AUCB,upgrade
SM-A325F,BTU,A325FXXSBDXJ1,A325FOXMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,BTU,A325FXXU1AUH1,A325FOXM1AUH2,A325FXXU1AUH1,upgrade
SM-A325F,BTU,A325FXXU6DWH3,A325FOXM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,BTU,A325FXXS8DXE5,A325FOXM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,BTU,A325FXXU2AUJ4,A325FOXM2AUJ4,A325FXXU2AUJ4,upgrade
SM-A325F,BTU,A325FXXU1AUG2,A325FOXM1AUG2,A325FXXU1AUG2,upgrade
SM-A325F,BTU,A325FXXU2BVG3,A325FOXM2BVG5,A325FXXU2BVF2,upgrade
SM-A325F,BTU,A325FXXU5DWE3,A325FOXM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,BTU,A325FXXSADXG1,A325FOXMADXG1,A325FXXSADXG1,upgrade
SM-A325F,BTU,A325FXXS7DXA2,A325FOXM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,BTU,A325FXXU2BVH2,A325FOXM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,BTU,A325FXXS6DWK1,A325FOXM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,BTU,A325FXXU2CVK3,A325FOXM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,DBT,A325FXXU1AUD7,A325FOXM1AUD7,A325FXXU1AUD7,latest
SM-A325F,EUX,A325FXXU1AUCC,A325FOXM1AUD4,A325FXXU1AUCB,latest
SM-A325F,INS,A325FXXSCDYA2,A325FODMCDYA2,A325FXXSCDYA1,latest
SM-A325F,INS,A325FXXU1AUH1,A325FODM1AUH2,A325FXXU1AUH1,upgrade
SM-A325F,INS,A325FXXU2CVK3,A325FODM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,INS,A325FXXU2CWA6,A325FODM2CWA7,A325FXXU2CVL1,upgrade
SM-A325F,INS,A325FXXU2BVG3,A325FODM2BVG3,A325FXXU2BVF2,upgrade
SM-A325F,INS,A325FXXU6DWH5,A325FODM6DWH1,A325FXXU6DWH3,upgrade
SM-A325F,INS,A325FXXU2AUJ4,A325FODM2AUJ3,A325FXXU2AUJ7,upgrade
SM-A325F,INS,A325FXXU1AUC2,A325FODM1AUB9,A325FXXU1AUC2,upgrade
SM-A325F,INS,A325FXXU1AUCB,A325FODM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,INS,A325FXXS8DXC1,A325FODM8DXC1,A325FXXS8DXC1,upgrade
SM-A325F,INS,A325FXXU1AUF2,A325FODM1AUF2,A325FXXU1AUF2,upgrade
SM-A325F,INS,A325FXXS6DWK2,A325FODM6DWK2,A325FXXS6DWK1,upgrade
SM-A325F,INS,A325FXXU2AVB1,A325FODM2AVB1,A325FXXU2AVB1,upgrade
SM-A325F,INS,A325FXXSADXG2,A325FODMADXG2,A325FXXSADXG1,upgrade
SM-A325F,INS,A325FXXS9DXE3,A325FODM9DXE2,A325FXXS9DXE2,upgrade
SM-A325F,INS,A325FXXU2BVD6,A325FODM2BVD6,A325FXXU2BVD4,upgrade
SM-A325F,INS,A325FXXU2BVF1,A325FODM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,INS,A325FXXS4DWD4,A325FODM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,INS,A325FXXU1AUB5,A325FODM1AUB4,A325FXXU1AUB5,upgrade
SM-A325F,INS,A325FXXSBDXJ2,A325FODMBDXJ2,A325FXXSBDXJ1,upgrade
SM-A325F,INS,A325FXXS7DWL1,A325FODM7DWL1,A325FXXS7DWL1,upgrade
SM-A325F,INS,A325FXXU2BVH1,A325FODM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,INS,A325FXXU2BVG1,A325FODM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,INS,A325FXXU1AUG2,A325FODM1AUG2,A325FXXU1AUG2,upgrade
SM-A325F,INS,A325FXXU1AUD7,A325FODM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,INS,A325FXXS3CWB3,A325FODM3CWB3,A325FXXS3CWB1,upgrade
SM-A325F,INS,A325FXXU5DWF2,A325FODM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,INS,A325FXXU3DWB8,A325FODM3DWB2,A325FXXU3DWB6,upgrade
SM-A325F,XSG,A325FXXSCDYB2,A325FOJMCDYB2,A325FXXSCDYB2,latest
SM-A325F,XSG,A325FXXS6DWK1,A325FOJM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,XSG,A325FXXS8DXE5,A325FOJM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,XSG,A325FXXU1AUCB,A325FOJM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,XSG,A325FXXU2BVG1,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,XSG,A325FXXSCDXL2,A325FOJMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,XSG,A325FXXU1AUH2,A325FOJM1AUG5,A325FXXU1AUH1,upgrade
SM-A325F,XSG,A325FXXU2CWA6,A325FOJM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,XSG,A325FXXU2BVF1,A325FOJM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,XSG,A325FXXU2BVG3,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,XSG,A325FXXU2CVK3,A325FOJM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,XSG,A325FXXS7DXA2,A325FOJM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,XSG,A325FXXU2AVB6,A325FOJM2AVB6,A325FXXU2AVB6,upgrade
SM-A325F,XSG,A325FXXU2BVD6,A325FOJM2BVD7,A325FXXU2BVD4,upgrade
SM-A325F,XSG,A325FXXU5DWE3,A325FOJM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,XSG,A325FXXU1AUC2,A325FOJM1AUC2,A325FXXU1AUC2,upgrade
SM-A325F,XSG,A325FXXU1AUG2,A325FOJM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,XSG,A325FXXU1AUD7,A325FOJM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,XSG,A325FXXU2AUJ4,A325FOJM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,XSG,A325FXXU1AUB5,A325FOJM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,XSG,A325FXXU1AUF2,A325FOJM1AUF2,A325FXXU1AUF2,upgrade
SM-A325F,XSG,A325FXXSADXG1,A325FOJMADXG1,A325FXXSADXG1,upgrade
SM-A325F,XSG,A325FXXSBDXJ1,A325FOJMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,XSG,A325FXXU3DWB8,A325FOJM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,XSG,A325FXXS4DWD4,A325FOJM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,XSG,A325FXXU2BVH1,A325FOJM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,XSG,A325FXXU6DWH3,A325FOJM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,XSG,A325FXXS2AVB2,A325FOJM2AUJ3,A325FXXS2AVB2,upgrade
SM-A325F,XFA,A325FXXSCDYB2,A325FOJMCDYB2,A325FXXSCDYB2,latest
SM-A325F,XFA,A325FXXU2BVD6,A325FOJM2BVD6,A325FXXU2BVD4,upgrade
SM-A325F,XFA,A325FXXS6DWK1,A325FOJM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,XFA,A325FXXS8DXE5,A325FOJM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,XFA,A325FXXU1AUCB,A325FOJM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,XFA,A325FXXU2BVG1,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,XFA,A325FXXSCDXL2,A325FOJMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,XFA,A325FXXU1AUH2,A325FOJM1AUG5,A325FXXU1AUH1,upgrade
SM-A325F,XFA,A325FXXU2CWA6,A325FOJM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,XFA,A325FXXU2BVF1,A325FOJM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,XFA,A325FXXU2BVG3,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,XFA,A325FXXU2CVK3,A325FOJM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,XFA,A325FXXS7DXA2,A325FOJM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,XFA,A325FXXU2AVB6,A325FOJM2AVB6,A325FXXU2AVB6,upgrade
SM-A325F,XFA,A325FXXU5DWE3,A325FOJM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,XFA,A325FXXU1AUC2,A325FOJM1AUC2,A325FXXU1AUC2,upgrade
SM-A325F,XFA,A325FXXU1AUG2,A325FOJM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,XFA,A325FXXU1AUD7,A325FOJM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,XFA,A325FXXU2AUJ4,A325FOJM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,XFA,A325FXXU1AUB5,A325FOJM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,XFA,A325FXXU1AUF2,A325FOJM1AUF2,A325FXXU1AUF2,upgrade
SM-A325F,XFA,A325FXXSADXG1,A325FOJMADXG1,A325FXXSADXG1,upgrade
SM-A325F,XFA,A325FXXSBDXJ1,A325FOJMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,XFA,A325FXXU3DWB8,A325FOJM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,XFA,A325FXXS4DWD4,A325FOJM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,XFA,A325FXXU2BVH1,A325FOJM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,XFA,A325FXXU6DWH3,A325FOJM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,XFA,A325FXXS2AVB2,A325FOJM2AUJ3,A325FXXS2AVB2,upgrade
SM-A325F,EGY,A325FXXSCDYB2,A325FOJMCDYB2,A325FXXSCDYB2,latest
SM-A325F,EGY,A325FXXU2BVD6,A325FOJM2BVD6,A325FXXU2BVD4,upgrade
SM-A325F,EGY,A325FXXS6DWK1,A325FOJM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,EGY,A325FXXS8DXE5,A325FOJM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,EGY,A325FXXU1AUCB,A325FOJM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,EGY,A325FXXU2BVG1,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,EGY,A325FXXSCDXL2,A325FOJMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,EGY,A325FXXU1AUH2,A325FOJM1AUG5,A325FXXU1AUH1,upgrade
SM-A325F,EGY,A325FXXU2CWA6,A325FOJM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,EGY,A325FXXU2BVF1,A325FOJM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,EGY,A325FXXU2BVG3,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,EGY,A325FXXU2CVK3,A325FOJM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,EGY,A325FXXS7DXA2,A325FOJM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,EGY,A325FXXU2AVB6,A325FOJM2AVB6,A325FXXU2AVB6,upgrade
SM-A325F,EGY,A325FXXU5DWE3,A325FOJM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,EGY,A325FXXU2BVH1,A325FOJM2BVH2,A325FXXU2BVH1,upgrade
SM-A325F,EGY,A325FXXU1AUC2,A325FOJM1AUC2,A325FXXU1AUC2,upgrade
SM-A325F,EGY,A325FXXU1AUG2,A325FOJM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,EGY,A325FXXU1AUD7,A325FOJM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,EGY,A325FXXU2AUJ4,A325FOJM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,EGY,A325FXXU1AUB5,A325FOJM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,EGY,A325FXXSADXG1,A325FOJMADXG1,A325FXXSADXG1,upgrade
SM-A325F,EGY,A325FXXSBDXJ1,A325FOJMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,EGY,A325FXXU3DWB8,A325FOJM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,EGY,A325FXXS4DWD4,A325FOJM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,EGY,A325FXXU6DWH3,A325FOJM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,EGY,A325FXXS2AVB2,A325FOJM2AUJ3,A325FXXS2AVB2,upgrade
SM-A325F,ILO,A325FXXSCDYB2,A325FOJMCDYB2,A325FXXSCDYB2,latest
SM-A325F,ILO,A325FXXU2BVD6,A325FOJM2BVD6,A325FXXU2BVD4,upgrade
SM-A325F,ILO,A325FXXS6DWK1,A325FOJM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,ILO,A325FXXS8DXE5,A325FOJM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,ILO,A325FXXU1AUCB,A325FOJM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,ILO,A325FXXU2BVG1,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,ILO,A325FXXSCDXL2,A325FOJMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,ILO,A325FXXU1AUH2,A325FOJM1AUG5,A325FXXU1AUH1,upgrade
SM-A325F,ILO,A325FXXU2CWA6,A325FOJM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,ILO,A325FXXU2BVF1,A325FOJM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,ILO,A325FXXU2BVG3,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,ILO,A325FXXU2CVK3,A325FOJM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,ILO,A325FXXS7DXA2,A325FOJM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,ILO,A325FXXU2AVB6,A325FOJM2AVB6,A325FXXU2AVB6,upgrade
SM-A325F,ILO,A325FXXU5DWE3,A325FOJM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,ILO,A325FXXU1AUC2,A325FOJM1AUC2,A325FXXU1AUC2,upgrade
SM-A325F,ILO,A325FXXU1AUG2,A325FOJM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,ILO,A325FXXU1AUD7,A325FOJM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,ILO,A325FXXU2AUJ4,A325FOJM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,ILO,A325FXXU1AUB5,A325FOJM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,ILO,A325FXXSADXG1,A325FOJMADXG1,A325FXXSADXG1,upgrade
SM-A325F,ILO,A325FXXSBDXJ1,A325FOJMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,ILO,A325FXXU3DWB8,A325FOJM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,ILO,A325FXXS4DWD4,A325FOJM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,ILO,A325FXXU2BVH1,A325FOJM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,ILO,A325FXXU6DWH3,A325FOJM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,ILO,A325FXXS2AVB2,A325FOJM2AUJ3,A325FXXS2AVB2,upgrade
SM-A325F,MID,A325FXXSCDYB2,A325FOJMCDYB2,A325FXXSCDYB2,latest
SM-A325F,MID,A325FXXU2BVD6,A325FOJM2BVD6,A325FXXU2BVD4,upgrade
SM-A325F,MID,A325FXXS6DWK1,A325FOJM6DWK1,A325FXXS6DWK1,upgrade
SM-A325F,MID,A325FXXS8DXE5,A325FOJM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,MID,A325FXXU1AUCB,A325FOJM1AUCB,A325FXXU1AUCB,upgrade
SM-A325F,MID,A325FXXU2BVG1,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,MID,A325FXXSCDXL2,A325FOJMCDXL2,A325FXXSCDXL2,upgrade
SM-A325F,MID,A325FXXU1AUH2,A325FOJM1AUG5,A325FXXU1AUH1,upgrade
SM-A325F,MID,A325FXXU2CWA6,A325FOJM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,MID,A325FXXU2BVF1,A325FOJM2BVF1,A325FXXU2BVD4,upgrade
SM-A325F,MID,A325FXXU2BVG3,A325FOJM2BVG1,A325FXXU2BVF2,upgrade
SM-A325F,MID,A325FXXU2CVK3,A325FOJM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,MID,A325FXXS7DXA2,A325FOJM7DXA2,A325FXXS7DXA2,upgrade
SM-A325F,MID,A325FXXU2AVB6,A325FOJM2AVB6,A325FXXU2AVB6,upgrade
SM-A325F,MID,A325FXXU5DWE3,A325FOJM5DWE3,A325FXXU5DWE3,upgrade
SM-A325F,MID,A325FXXU1AUC2,A325FOJM1AUC2,A325FXXU1AUC2,upgrade
SM-A325F,MID,A325FXXU1AUG2,A325FOJM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,MID,A325FXXU1AUD7,A325FOJM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,MID,A325FXXU2AUJ4,A325FOJM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,MID,A325FXXU1AUB5,A325FOJM1AUB6,A325FXXU1AUB5,upgrade
SM-A325F,MID,A325FXXSADXG1,A325FOJMADXG1,A325FXXSADXG1,upgrade
SM-A325F,MID,A325FXXSBDXJ1,A325FOJMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,MID,A325FXXU3DWB8,A325FOJM3DWB8,A325FXXU3DWB6,upgrade
SM-A325F,MID,A325FXXS4DWD4,A325FOJM4DWD4,A325FXXS4DWD4,upgrade
SM-A325F,MID,A325FXXU2BVH1,A325FOJM2BVH1,A325FXXU2BVH1,upgrade
SM-A325F,MID,A325FXXU6DWH3,A325FOJM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,MID,A325FXXS2AVB2,A325FOJM2AUJ3,A325FXXS2AVB2,upgrade
SM-A325F,THL,A325FXXSCDYB2,A325FOLMCDYB2,A325FXXSCDYB2,latest
SM-A325F,THL,A325FXXSBDXJ1,A325FOLMBDXJ1,A325FXXSBDXJ1,upgrade
SM-A325F,THL,A325FXXU2CVK3,A325FOLM2CVK3,A325FXXU2CVK4,upgrade
SM-A325F,THL,A325FXXU6DWH3,A325FOLM6DWH3,A325FXXU6DWH3,upgrade
SM-A325F,THL,A325FXXS3CWB3,A325FOLM3CWB3,A325FXXS3CWB1,upgrade
SM-A325F,THL,A325FXXU1AUG2,A325FOLM1AUF2,A325FXXU1AUG2,upgrade
SM-A325F,THL,A325FXXU2AVB1,A325FOLM2AVB1,A325FXXU2AVB1,upgrade
SM-A325F,THL,A325FXXU2CWA6,A325FOLM2CWA6,A325FXXU2CVL1,upgrade
SM-A325F,THL,A325FXXU2AUJ4,A325FOLM2AUJ3,A325FXXU2AUJ4,upgrade
SM-A325F,THL,A325FXXS8DXE5,A325FOLM8DXE5,A325FXXS8DXE5,upgrade
SM-A325F,THL,A325FXXU1AUD7,A325FOLM1AUD7,A325FXXU1AUD7,upgrade
SM-A325F,THL,A325FXXU1AUF2,A325FOLM1AUF2,A325FXXU1AUF2,upgrade
