bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2018-04,CVE-2017-13274,01,Android runtime,EoP,High,,A-71360761,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13275,01,Framework,ID,High,,A-70808908,"8.0, 8.1"
2018-04,CVE-2017-13276,01,Media Framework,RCE,Critical,,A-70637599,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13277,01,Media Framework,RCE,Critical,,A-72165027,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13278,01,Media Framework,EoP,High,,A-70546581,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13279,01,Media Framework,DoS,High,,A-68399439,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13280,01,Media Framework,DoS,High,,A-71361451,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13281,01,System,RCE,Critical,,A-71603262,"8.0, 8.1"
2018-04,CVE-2017-13282,01,System,RCE,Critical,,A-71603315,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13283,01,System,RCE,Critical,,A-71603410,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13267,01,System,RCE,Critical,,A-69479009,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13284,01,System,EoP,Critical,,A-70808273,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13285,01,System,RCE,High,,A-69177126,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13286,01,System,EoP,High,,A-69683251,"8.0, 8.1"
2018-04,CVE-2017-13287,01,System,EoP,High,,A-71714464,"6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13288,01,System,EoP,High,,A-69634768,"8.0, 8.1"
2018-04,CVE-2017-13289,01,System,EoP,High,,A-70398564,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13290,01,System,ID,High,,A-69384124,"6.0, 6.0.1, 7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13291,01,System,DoS,High,,A-71603553,"7.0, 7.1.1, 7.1.2, 8.0, 8.1"
2018-04,CVE-2017-13292,05,Broadcom,RCE,Critical,bcmdhd driver,A-70722061 * B-V2018010201,
2018-04,CVE-2017-13293,05,Kernel,EoP,High,NFC driver,A-62679701 *,
2018-04,CVE-2017-16534,05,Kernel,ID,High,USB,A-69052594 Upstream kernel,
2018-04,CVE-2017-15822,05,Qualcomm,RCE,Critical,WiFi,A-71501534 QC-CR#2123807,
2018-04,CVE-2017-17770,05,Qualcomm,EoP,High,Binder,A-70237684 QC-CR#2103199 [ 2 ],
2018-04,CVE-2018-3566,05,Qualcomm,EoP,High,WLAN,A-72957177 QC-CR#2143847,
2018-04,CVE-2018-3563,05,Qualcomm,EoP,High,Audio Driver,A-72956842 QC-CR#2143207 [ 2 ] [ 3 ],
2018-04,CVE-2017-13077,05,Qualcomm,ID,High,WLAN,A-72957017 QC-CR#2129237,
2018-04,CVE-2017-18071,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-68326813 *,
2018-04,CVE-2017-8274,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-68141335 *,
2018-04,CVE-2017-18146,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-70221449 *,
2018-04,CVE-2017-18128,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-70221448 *,
2018-04,CVE-2018-3592,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-71501105 *,
2018-04,CVE-2018-3591,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-71501103 *,
2018-04,CVE-2017-18074,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68326816 *,
2018-04,CVE-2017-18073,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68326820 *,
2018-04,CVE-2017-18125,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68326821 *,
2018-04,CVE-2017-8275,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68141336 *,
2018-04,CVE-2017-11011,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68326823 *,
2018-04,CVE-2017-18137,05,Qualcomm closed-source,N/A,High,Closed-source component,A-67712318 *,
2018-04,CVE-2017-18134,05,Qualcomm closed-source,N/A,High,Closed-source component,A-67712320 *,
2018-04,CVE-2017-18136,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989810 *,
2018-04,CVE-2017-18140,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989811 *,
2018-04,CVE-2017-18135,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989813 *,
2018-04,CVE-2017-18142,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989814 *,
2018-04,CVE-2017-18138,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989815 *,
2018-04,CVE-2017-18139,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989819 *,
2018-04,CVE-2017-18129,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989822 *,
2018-04,CVE-2017-18132,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989825 *,
2018-04,CVE-2017-18133,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989826 *,
2018-04,CVE-2017-18072,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989828 *,
2018-04,CVE-2017-18126,05,Qualcomm closed-source,N/A,High,Closed-source component,A-68989829 *,
2018-04,CVE-2017-18144,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221450 *,
2018-04,CVE-2017-18145,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221453 *,
2018-04,CVE-2017-18147,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221456 *,
2018-04,CVE-2017-18130,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221460 *,
2018-04,CVE-2017-18143,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221461 *,
2018-04,CVE-2017-18127,05,Qualcomm closed-source,N/A,High,Closed-source component,A-70221462 *,
2018-04,CVE-2018-3590,05,Qualcomm closed-source,N/A,High,Closed-source component,A-71501106 *,
2018-04,CVE-2018-3593,05,Qualcomm closed-source,N/A,High,Closed-source component,A-71501107 *,
2018-04,CVE-2018-3589,05,Qualcomm closed-source,N/A,High,Closed-source component,A-71501108 *,
2018-04,CVE-2018-3594,05,Qualcomm closed-source,N/A,High,Closed-source component,A-71501112 *,
2018-04,CVE-2014-9996,05,Qualcomm closed-source,N/A,Critical,Closed-source component,A-37535090 *,
2018-04,CVE-2014-9971,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546253 *,
2018-04,CVE-2014-9972,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546853 *,
2018-04,CVE-2014-10063,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534948 *,
2018-04,CVE-2014-10057,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261099 *,
2018-04,CVE-2014-10059,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260706 *,
2018-04,CVE-2014-10053,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544066 *,
2018-04,CVE-2014-10054,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261100 *,
2018-04,CVE-2014-10052,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258372 *,
2018-04,CVE-2014-10050,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546901 *,
2018-04,CVE-2014-10055,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37545605 *,
2018-04,CVE-2014-10051,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546302 *,
2018-04,CVE-2014-10048,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258088 *,
2018-04,CVE-2014-10062,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258373 *,
2018-04,CVE-2014-10058,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260741 *,
2018-04,CVE-2014-10047,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37538492 *,
2018-04,CVE-2014-10045,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258536 *,
2018-04,CVE-2014-10056,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261338 *,
2018-04,CVE-2014-9976,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534895 *,
2018-04,CVE-2014-10043,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259947 *,
2018-04,CVE-2014-10044,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260777 *,
2018-04,CVE-2014-10046,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261408 *,
2018-04,CVE-2014-9981,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534949 *,
2018-04,CVE-2014-9993,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540928 *,
2018-04,CVE-2014-9986,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534645 *,
2018-04,CVE-2014-9994,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37538493 *,
2018-04,CVE-2014-9995,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546303 *,
2018-04,CVE-2014-9997,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546854 *,
2018-04,CVE-2014-9988,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258089 *,
2018-04,CVE-2014-9990,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261216 *,
2018-04,CVE-2014-9987,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261293 *,
2018-04,CVE-2014-9989,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261380 *,
2018-04,CVE-2014-9991,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261409 *,
2018-04,CVE-2014-10039,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261608 *,
2018-04,CVE-2014-9985,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261609 *,
2018-04,CVE-2015-9204,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540929 *,
2018-04,CVE-2015-0574,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546304 *,
2018-04,CVE-2015-9205,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534696 *,
2018-04,CVE-2015-9221,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534796 *,
2018-04,CVE-2015-9212,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37535795 *,
2018-04,CVE-2015-9210,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258538 *,
2018-04,CVE-2015-9211,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261217 *,
2018-04,CVE-2015-9207,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261410 *,
2018-04,CVE-2015-9202,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540473 *,
2018-04,CVE-2015-9213,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547700 *,
2018-04,CVE-2015-9209,05,Qualcomm closed-source,N/A,High,Closed-source component,A-38193247 *,
2018-04,CVE-2015-9203,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261218 *,
2018-04,CVE-2015-9206,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261294 *,
2018-04,CVE-2015-9215,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62251854 *,
2018-04,CVE-2015-9216,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260780 *,
2018-04,CVE-2015-9169,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37535098 *,
2018-04,CVE-2015-9173,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37536244 *,
2018-04,CVE-2015-9179,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37542567 *,
2018-04,CVE-2015-9177,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544075 *,
2018-04,CVE-2015-9187,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544109 *,
2018-04,CVE-2015-9162,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544110 *,
2018-04,CVE-2015-9172,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37545607 *,
2018-04,CVE-2015-9181,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546754 *,
2018-04,CVE-2015-9219,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546859 *,
2018-04,CVE-2015-9183,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546860 *,
2018-04,CVE-2015-9182,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546904 *,
2018-04,CVE-2015-9185,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546952 *,
2018-04,CVE-2015-9184,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546953 *,
2018-04,CVE-2015-9170,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546954 *,
2018-04,CVE-2015-9175,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547404 *,
2018-04,CVE-2015-9171,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547405 *,
2018-04,CVE-2015-9192,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547750 *,
2018-04,CVE-2015-9208,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258540 *,
2018-04,CVE-2015-9224,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259949 *,
2018-04,CVE-2015-9201,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260711 *,
2018-04,CVE-2015-9200,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260779 *,
2018-04,CVE-2015-9198,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261219 *,
2018-04,CVE-2015-9196,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261339 *,
2018-04,CVE-2015-9199,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261411 *,
2018-04,CVE-2015-9174,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258090 *,
2018-04,CVE-2015-9178,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258541 *,
2018-04,CVE-2015-9180,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260712 *,
2018-04,CVE-2015-9176,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260713 *,
2018-04,CVE-2015-9189,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260820 *,
2018-04,CVE-2015-9188,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260821 *,
2018-04,CVE-2015-0576,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37543715 *,
2018-04,CVE-2015-9156,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260743 *,
2018-04,CVE-2015-9195,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62251855 *,
2018-04,CVE-2015-9197,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260742 *,
2018-04,CVE-2015-9218,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260781 *,
2018-04,CVE-2015-9217,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261295 *,
2018-04,CVE-2015-9166,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62251856 *,
2018-04,CVE-2015-9164,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258542 *,
2018-04,CVE-2015-9190,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259744 *,
2018-04,CVE-2015-9159,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259745 *,
2018-04,CVE-2015-9167,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259950 *,
2018-04,CVE-2015-9191,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260394 *,
2018-04,CVE-2015-9161,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260462 *,
2018-04,CVE-2015-9163,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260822 *,
2018-04,CVE-2015-9158,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261381 *,
2018-04,CVE-2015-9152,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546305 *,
2018-04,CVE-2015-9144,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540474 *,
2018-04,CVE-2015-9165,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37539224 *,
2018-04,CVE-2015-9223,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37543718 *,
2018-04,CVE-2015-9222,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258374 *,
2018-04,CVE-2015-9193,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259951 *,
2018-04,CVE-2015-9194,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261296 *,
2018-04,CVE-2015-9153,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260395 *,
2018-04,CVE-2015-9151,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260396 *,
2018-04,CVE-2015-9148,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260463 *,
2018-04,CVE-2015-9149,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260744 *,
2018-04,CVE-2015-9146,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260745 *,
2018-04,CVE-2015-9186,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261340 *,
2018-04,CVE-2015-9150,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261341 *,
2018-04,CVE-2015-9147,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261488 *,
2018-04,CVE-2015-8593,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37535091 *,
2018-04,CVE-2015-9160,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546254 *,
2018-04,CVE-2015-8594,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546855 *,
2018-04,CVE-2015-9145,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37535099 *,
2018-04,CVE-2015-9143,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260900 *,
2018-04,CVE-2015-9157,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260934 *,
2018-04,CVE-2015-9141,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261297 *,
2018-04,CVE-2015-9140,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259746 *,
2018-04,CVE-2015-9135,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546950 *,
2018-04,CVE-2015-9138,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259952 *,
2018-04,CVE-2015-9136,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260823 *,
2018-04,CVE-2015-9137,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260975 *,
2018-04,CVE-2015-9131,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37542272 *,
2018-04,CVE-2015-9139,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62251857 *,
2018-04,CVE-2015-9130,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62252820 *,
2018-04,CVE-2015-9129,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260397 *,
2018-04,CVE-2015-9133,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260464 *,
2018-04,CVE-2015-9127,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260824 *,
2018-04,CVE-2015-9132,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260976 *,
2018-04,CVE-2015-9134,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261382 *,
2018-04,CVE-2015-9128,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261610 *,
2018-04,CVE-2015-9065,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37538494 *,
2018-04,CVE-2015-9064,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546801 *,
2018-04,CVE-2015-9063,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546802 *,
2018-04,CVE-2015-9126,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258375 *,
2018-04,CVE-2015-9124,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62252821 *,
2018-04,CVE-2015-9142,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260901 *,
2018-04,CVE-2015-9066,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540467 *,
2018-04,CVE-2014-9998,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260398 *,
2018-04,CVE-2015-9220,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261299 *,
2018-04,CVE-2015-9122,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261611 *,
2018-04,CVE-2015-9123,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259953 *,
2018-04,CVE-2015-9118,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261220 *,
2018-04,CVE-2015-9120,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261298 *,
2018-04,CVE-2015-9119,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261489 *,
2018-04,CVE-2015-9116,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540934 *,
2018-04,CVE-2015-9115,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544076 *,
2018-04,CVE-2015-9113,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544077 *,
2018-04,CVE-2015-9112,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258091 *,
2018-04,CVE-2015-9114,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259954 *,
2018-04,CVE-2015-9111,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260465 *,
2018-04,CVE-2015-9108,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260714 *,
2018-04,CVE-2015-9109,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260977 *,
2018-04,CVE-2015-9110,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261383 *,
2018-04,CVE-2016-10492,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261300 *,
2018-04,CVE-2016-10482,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260978 *,
2018-04,CVE-2016-10483,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258092 *,
2018-04,CVE-2016-10489,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62258093 *,
2018-04,CVE-2016-10487,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259955 *,
2018-04,CVE-2016-10477,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260399 *,
2018-04,CVE-2016-10485,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260902 *,
2018-04,CVE-2016-10478,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260979 *,
2018-04,CVE-2016-10476,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260980 *,
2018-04,CVE-2016-10475,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260981 *,
2018-04,CVE-2016-10474,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260982 *,
2018-04,CVE-2016-10494,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261102 *,
2018-04,CVE-2016-10484,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261342 *,
2018-04,CVE-2016-10491,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261490 *,
2018-04,CVE-2016-10486,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62267788 *,
2018-04,CVE-2016-10472,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259956 *,
2018-04,CVE-2016-10490,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260468 *,
2018-04,CVE-2016-10480,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261301 *,
2018-04,CVE-2016-10467,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37526814 *,
2018-04,CVE-2016-10495,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261103 *,
2018-04,CVE-2016-10481,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260401 *,
2018-04,CVE-2016-10479,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261412 *,
2018-04,CVE-2016-10384,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37536238 *,
2018-04,CVE-2016-10385,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544067 *,
2018-04,CVE-2016-10452,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37523164 *,
2018-04,CVE-2016-10423,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534896 *,
2018-04,CVE-2016-10424,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540034 *,
2018-04,CVE-2016-10449,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546861 *,
2018-04,CVE-2016-10454,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37544078 *,
2018-04,CVE-2016-10450,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260825 *,
2018-04,CVE-2016-10451,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62267789 *,
2018-04,CVE-2016-10386,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37534646 *,
2018-04,CVE-2016-10469,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37542273 *,
2018-04,CVE-2016-10440,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37535092 *,
2018-04,CVE-2016-10499,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62259957 *,
2018-04,CVE-2016-10446,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37547406 *,
2018-04,CVE-2016-10473,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260746 *,
2018-04,CVE-2016-10466,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260783 *,
2018-04,CVE-2016-10457,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260826 *,
2018-04,CVE-2016-10442,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62267790 *,
2018-04,CVE-2016-10433,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540468 *,
2018-04,CVE-2016-10430,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540930 *,
2018-04,CVE-2016-10445,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37545608 *,
2018-04,CVE-2016-10426,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62252822 *,
2018-04,CVE-2016-10435,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260402 *,
2018-04,CVE-2016-10425,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62260983 *,
2018-04,CVE-2016-10438,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261302 *,
2018-04,CVE-2016-10436,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261494 *,
2018-04,CVE-2016-10439,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62263656 *,
2018-04,CVE-2016-10431,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540931 *,
2018-04,CVE-2016-10434,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540932 *,
2018-04,CVE-2016-10432,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37546902 *,
2018-04,CVE-2016-10462,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37539225 *,
2018-04,CVE-2016-10443,05,Qualcomm closed-source,N/A,High,Closed-source component,A-37540475 *,
2018-04,CVE-2016-10427,05,Qualcomm closed-source,N/A,High,Closed-source component,A-62261495 *,
2018-04,CVE-2016-10387,05,Qualcomm closed-source,N/A,High,Closed-source component,A-32583751 *,
