bulletin_month,cve,tier,section,type,severity,component,references,updated_aosp_versions
2016-07,CVE-2014-9777,05,Qualcomm,,,,A-28598501 QC-CR563654,
2016-07,CVE-2014-9778,05,Qualcomm,,,,A-28598515 QC-CR563694,
2016-07,CVE-2014-9790,05,Qualcomm,,,,A-28769136 QC-CR545716 [ 2 ],
2016-07,CVE-2014-9792,05,Qualcomm,,,,A-28769399 QC-CR550606,
2016-07,CVE-2014-9797,05,Qualcomm,,,,A-28821090 QC-CR674071,
2016-07,CVE-2014-9791,05,Qualcomm,,,,A-28803396 QC-CR659364,
2016-07,CVE-2014-9796,05,Qualcomm,,,,A-28820722 QC-CR684756,
2016-07,CVE-2014-9800,05,Qualcomm,,,,A-28822150 QC-CR692478,
2016-07,CVE-2014-9799,05,Qualcomm,,,,A-28821731 QC-CR691916,
2016-07,CVE-2014-9801,05,Qualcomm,,,,A-28822060 QC-CR705078,
2016-07,CVE-2014-9802,05,Qualcomm,,,,A-28821965 QC-CR705108,
2016-07,CVE-2015-8891,05,Qualcomm,,,,A-28842418 QC-CR813930,
2016-07,CVE-2015-8888,05,Qualcomm,,,,A-28822465 QC-CR813933,
2016-07,CVE-2015-8889,05,Qualcomm,,,,A-28822677 QC-CR804067,
2016-07,CVE-2015-8890,05,Qualcomm,,,,A-28822878 QC-CR823461,
2016-07,CVE-2016-2502,05,Qualcomm,,High,,A-27657963 QC-CR997044,
2016-07,CVE-2016-3792,05,Qualcomm,,High,,A-27725204 QC-CR561022,
2016-07,CVE-2016-2501,05,Qualcomm,,High,,A-27890772* QC-CR1001092,
2016-07,CVE-2016-3793,05,NVIDIA,,High,,A-28026625* N-CVE20163793,
2016-07,CVE-2016-3795,05,MediaTek,,High,,A-28085222* M-ALPS02677244,
2016-07,CVE-2016-3796,05,MediaTek,,High,,A-29008443* M-ALPS02677244,
2016-07,CVE-2016-3797,05,Qualcomm,,High,,A-28085680* QC-CR1001450,
2016-07,CVE-2016-3798,05,MediaTek,,High,,A-28174490* M-ALPS02703105,
2016-07,CVE-2016-3799,05,MediaTek,,High,,A-28175025* M-ALPS02693738,
2016-07,CVE-2016-3800,05,MediaTek,,High,,A-28175027* M-ALPS02693739,
2016-07,CVE-2016-3801,05,MediaTek,,High,,A-28174914* M-ALPS02688853,
2016-07,CVE-2016-3802,05,Elevation of privilege vulnerability in kernel file system,,High,,A-28271368*,
2016-07,CVE-2016-3803,05,Elevation of privilege vulnerability in kernel file system,,High,,A-28588434*,
2016-07,CVE-2016-3804,05,MediaTek,,High,,A-28332766* M-ALPS02694410,
2016-07,CVE-2016-3805,05,MediaTek,,High,,A-28333002* M-ALPS02694412,
2016-07,CVE-2016-3806,05,MediaTek,,High,,A-28402341* M-ALPS02715341,
2016-07,CVE-2016-3807,05,Elevation of privilege vulnerability in serial peripheral interface driver,,High,,A-28402196*,
2016-07,CVE-2016-3808,05,Elevation of privilege vulnerability in serial peripheral interface driver,,High,,A-28430009*,
2016-07,CVE-2016-2068,05,Qualcomm,,High,,A-28470967 QC-CR1006609,
2016-07,CVE-2014-9803,05,Elevation of privilege vulnerability in kernel,,High,,A-28557020 Upstream kernel,
2016-07,CVE-2016-3809,05,Information disclosure vulnerability in networking component,,High,,A-27532522*,
2016-07,CVE-2016-3810,05,MediaTek,,High,,A-28175522* M-ALPS02694389,
2016-07,CVE-2016-3811,05,Elevation of privilege vulnerability in kernel video driver,,Moderate,,A-28447556*,
2016-07,CVE-2016-3812,05,MediaTek,,Moderate,,A-28174833* M-ALPS02688832,
2016-07,CVE-2016-3813,05,Qualcomm,,Moderate,,A-28172322* QC-CR1010222,
2016-07,CVE-2016-3814,05,NVIDIA,,Moderate,,A-28193342* N-CVE20163814,
2016-07,CVE-2016-3815,05,NVIDIA,,Moderate,,A-28522274* N-CVE20163815,
2016-07,CVE-2016-3816,05,MediaTek,,Moderate,,A-28402240*,
2016-07,CVE-2016-0723,05,Information disclosure vulnerability in kernel teletype driver,,Moderate,,A-28409131 Upstream kernel,
2016-07,CVE-2014-9798,05,Qualcomm,,Moderate,,A-28821448 QC-CR681965,
2016-07,CVE-2015-8893,05,Qualcomm,,Moderate,,A-28822690 QC-CR822275,
2016-08,CVE-2016-3819,01,Remote code execution vulnerability in Mediaserver,,Critical,,A-28533562,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3820,01,Remote code execution vulnerability in Mediaserver,,Critical,,A-28673410,"6.0, 6.0.1"
2016-08,CVE-2016-3821,01,Remote code execution vulnerability in Mediaserver,,Critical,,A-28166152,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3822,01,Remote code execution vulnerability in libjhead,,High,,A-28868315,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3823,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-28815329,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3824,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-28816827,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3825,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-28816964,"5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3826,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-29251553,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3827,01,Denial of service vulnerability in Mediaserver,,High,,A-28816956,6.0.1
2016-08,CVE-2016-3828,01,Denial of service vulnerability in Mediaserver,,High,,A-28835995,"6.0, 6.0.1"
2016-08,CVE-2016-3829,01,Denial of service vulnerability in Mediaserver,,High,,A-29023649,"6.0, 6.0.1"
2016-08,CVE-2016-3830,01,Denial of service vulnerability in Mediaserver,,High,,A-29153599,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3831,01,Denial of service vulnerability in system clock,,High,,A-29083635,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3832,01,Elevation of privilege vulnerability in framework APIs,,Moderate,,A-28795098,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3833,01,Elevation of privilege vulnerability in Shell,,Moderate,,A-29189712 [ 2 ],"5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-2842,01,Information disclosure vulnerability in OpenSSL,,None*,,A-29060514,"4.4.4, 5.0.2, 5.1.1"
2016-08,CVE-2016-3834,01,Information disclosure vulnerability in camera APIs,,Moderate,,A-28466701,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3835,01,Information disclosure vulnerability in Mediaserver,,Moderate,,A-28920116,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3836,01,Information disclosure vulnerability in SurfaceFlinger,,Moderate,,A-28592402,"5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3837,01,Information disclosure vulnerability in Wi-Fi,,Moderate,,A-28164077,"5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-3838,01,Denial of service vulnerability in system UI,,Moderate,,A-28761672,"6.0, 6.0.1"
2016-08,CVE-2016-3839,01,Denial of service vulnerability in Bluetooth,,Moderate,,A-28885210,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2014-9902,05,Qualcomm,,Critical,,A-28668638 QC-CR#553937 QC-CR#553941,
2016-08,CVE-2016-3840,05,Remote code execution vulnerability in Conscrypt,,Critical,,A-28751153,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2014-9863,05,Qualcomm,,Critical,,A-28768146 QC-CR#549470,
2016-08,CVE-2014-9864,05,Qualcomm,,High,,A-28747998 QC-CR#561841,
2016-08,CVE-2014-9865,05,Qualcomm,,High,,A-28748271 QC-CR#550013,
2016-08,CVE-2014-9866,05,Qualcomm,,High,,A-28747684 QC-CR#511358,
2016-08,CVE-2014-9867,05,Qualcomm,,High,,A-28749629 QC-CR#514702,
2016-08,CVE-2014-9868,05,Qualcomm,,High,,A-28749721 QC-CR#511976,
2016-08,CVE-2014-9869,05,Qualcomm,,High,,A-28749728 QC-CR#514711 [ 2 ],
2016-08,CVE-2014-9870,05,Qualcomm,,High,,A-28749743 QC-CR#561044,
2016-08,CVE-2014-9871,05,Qualcomm,,High,,A-28749803 QC-CR#514717,
2016-08,CVE-2014-9872,05,Qualcomm,,High,,A-28750155 QC-CR#590721,
2016-08,CVE-2014-9873,05,Qualcomm,,High,,A-28750726 QC-CR#556860,
2016-08,CVE-2014-9874,05,Qualcomm,,High,,A-28751152 QC-CR#563086,
2016-08,CVE-2014-9875,05,Qualcomm,,High,,A-28767589 QC-CR#483310,
2016-08,CVE-2014-9876,05,Qualcomm,,High,,A-28767796 QC-CR#483408,
2016-08,CVE-2014-9877,05,Qualcomm,,High,,A-28768281 QC-CR#547231,
2016-08,CVE-2014-9878,05,Qualcomm,,High,,A-28769208 QC-CR#547479,
2016-08,CVE-2014-9879,05,Qualcomm,,High,,A-28769221 QC-CR#524490,
2016-08,CVE-2014-9880,05,Qualcomm,,High,,A-28769352 QC-CR#556356,
2016-08,CVE-2014-9881,05,Qualcomm,,High,,A-28769368 QC-CR#539008,
2016-08,CVE-2014-9882,05,Qualcomm,,High,,A-28769546 QC-CR#552329 [ 2 ],
2016-08,CVE-2014-9883,05,Qualcomm,,High,,A-28769912 QC-CR#565160,
2016-08,CVE-2014-9884,05,Qualcomm,,High,,A-28769920 QC-CR#580740,
2016-08,CVE-2014-9885,05,Qualcomm,,High,,A-28769959 QC-CR#562261,
2016-08,CVE-2014-9886,05,Qualcomm,,High,,A-28815575 QC-CR#555030,
2016-08,CVE-2014-9887,05,Qualcomm,,High,,A-28804057 QC-CR#636633,
2016-08,CVE-2014-9888,05,Qualcomm,,High,,A-28803642 QC-CR#642735,
2016-08,CVE-2014-9889,05,Qualcomm,,High,,A-28803645 QC-CR#674712,
2016-08,CVE-2015-8937,05,Qualcomm,,High,,A-28803962 QC-CR#770548,
2016-08,CVE-2015-8938,05,Qualcomm,,High,,A-28804030 QC-CR#766022,
2016-08,CVE-2015-8939,05,Qualcomm,,High,,A-28398884 QC-CR#779021,
2016-08,CVE-2015-8940,05,Qualcomm,,High,,A-28813987 QC-CR#792367,
2016-08,CVE-2015-8941,05,Qualcomm,,High,,A-28814502 QC-CR#792473,
2016-08,CVE-2015-8942,05,Qualcomm,,High,,A-28814652 QC-CR#803246,
2016-08,CVE-2015-8943,05,Qualcomm,,High,,A-28815158 QC-CR#794217 QC-CR#836226,
2016-08,CVE-2014-9891,05,Qualcomm,,Moderate,,A-28749283 QC-CR#550061,
2016-08,CVE-2014-9890,05,Qualcomm,,Moderate,,A-28770207 QC-CR#529177,
2016-08,CVE-2015-2686,05,Elevation of privilege vulnerability in kernel networking component,,Critical,,A-28759139 Upstream kernel,
2016-08,CVE-2016-3841,05,Elevation of privilege vulnerability in kernel networking component,,Critical,,A-28746669 Upstream kernel,
2016-08,CVE-2016-2504,05,Qualcomm,,Critical,,A-28026365 QC-CR#1002974,
2016-08,CVE-2016-3842,05,Qualcomm,,Critical,,A-28377352 QC-CR#1002974,
2016-08,CVE-2016-3843,05,Qualcomm,,Critical,,A-28086229* QC-CR#1011071,
2016-08,CVE-2016-3857,05,Elevation of privilege vulnerability in kernel,,Critical,,A-28522518*,
2016-08,CVE-2015-1593,05,Elevation of privilege vulnerability in kernel memory system,,High,,A-29577822 Upstream kernel,
2016-08,CVE-2016-3672,05,Elevation of privilege vulnerability in kernel memory system,,High,,A-28763575 Upstream kernel,
2016-08,CVE-2016-2544,05,Elevation of privilege vulnerability in kernel sound component,,High,,A-28695438 Upstream kernel,
2016-08,CVE-2016-2546,05,Elevation of privilege vulnerability in kernel sound component,,High,,A-28694392 Upstream kernel,
2016-08,CVE-2014-9904,05,Elevation of privilege vulnerability in kernel sound component,,High,,A-28592007 Upstream kernel,
2016-08,CVE-2012-6701,05,Elevation of privilege vulnerability in kernel file system,,High,,A-28939037 Upstream kernel,
2016-08,CVE-2016-3844,05,Elevation of privilege vulnerability in Mediaserver,,High,,A-28299517* N-CVE-2016-3844,
2016-08,CVE-2016-3845,05,Elevation of privilege vulnerability in kernel video driver,,High,,A-28399876*,
2016-08,CVE-2016-3846,05,Elevation of privilege vulnerability in Serial Peripheral Interface driver,,High,,A-28817378*,
2016-08,CVE-2016-3847,05,NVIDIA,,High,,A-28871433* N-CVE-2016-3847,
2016-08,CVE-2016-3848,05,NVIDIA,,High,,A-28919417* N-CVE-2016-3848,
2016-08,CVE-2016-3849,05,Elevation of privilege vulnerability in ION driver,,High,,A-28939740,
2016-08,CVE-2016-3850,05,Qualcomm,,High,,A-27917291 QC-CR#945164,
2016-08,CVE-2016-3843,05,Elevation of privilege vulnerability in kernel performance subsystem,,High,,A-29119870*,"6.0, 6.1"
2016-08,CVE-2016-3851,05,Elevation of privilege vulnerability in LG Electronics bootloader,,High,,A-29189941*,
2016-08,CVE-2014-9892,05,Qualcomm,,High,,A-28770164 QC-CR#568717,
2016-08,CVE-2015-8944,05,Qualcomm,,High,,A-28814213 QC-CR#786116,
2016-08,CVE-2014-9893,05,Qualcomm,,Moderate,,A-28747914 QC-CR#542223,
2016-08,CVE-2014-9894,05,Qualcomm,,Moderate,,A-28749708 QC-CR#545736,
2016-08,CVE-2014-9895,05,Qualcomm,,Moderate,,A-28750150 QC-CR#570757,
2016-08,CVE-2014-9896,05,Qualcomm,,Moderate,,A-28767593 QC-CR#551795,
2016-08,CVE-2014-9897,05,Qualcomm,,Moderate,,A-28769856 QC-CR#563752,
2016-08,CVE-2014-9898,05,Qualcomm,,Moderate,,A-28814690 QC-CR#554575,
2016-08,CVE-2014-9899,05,Qualcomm,,Moderate,,A-28803909 QC-CR#547910,
2016-08,CVE-2014-9900,05,Qualcomm,,Moderate,,A-28803952 QC-CR#570754,
2016-08,CVE-2014-9903,05,Information disclosure vulnerability in kernel scheduler,,High,,A-28731691 Upstream kernel,
2016-08,CVE-2016-3852,05,MediaTek,,High,,A-29141147* M-ALPS02751738,
2016-08,CVE-2016-4482,05,Information disclosure vulnerability in USB driver,,High,,A-28619695 Upstream kernel,
2016-08,CVE-2014-9901,05,Qualcomm,,High,,A-28670333 QC-CR#548711,
2016-08,CVE-2016-3853,05,Elevation of privilege vulnerability in Google Play services,,Moderate,,A-26803208*,None
2016-08,CVE-2016-2497,05,Elevation of privilege vulnerability in Framework APIs,,Moderate,,A-27450489,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-08,CVE-2016-4486,05,Information disclosure vulnerability in kernel networking component,,Moderate,,A-28620102 Upstream kernel,
2016-08,CVE-2016-4569,05,Information disclosure vulnerability in kernel sound component,,Moderate,,A-28980557 Upstream kernel,
2016-08,CVE-2016-4578,05,Information disclosure vulnerability in kernel sound component,,Moderate,,A-28980217 Upstream kernel [ 2 ],
2016-08,CVE-2016-3854,05,Qualcomm,,High,,QC-CR#897326,
2016-08,CVE-2016-3855,05,Qualcomm,,High,,QC-CR#990824,
2016-08,CVE-2016-2060,05,Qualcomm,,Moderate,,QC-CR#959631,
2016-09,CVE-2016-3861,01,Remote code execution vulnerability in LibUtils,,Critical,,A-29250543 [ 2 ] [ 3 ] [ 4 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3862,01,Remote code execution vulnerability in Mediaserver,,Critical,,A-29270469,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-09,CVE-2016-3863,01,Remote code execution vulnerability in MediaMuxer,,High,,A-29161888,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3870,01,Elevation of privilege vulnerability in Mediaserver,,All Nexus,,A-29421804 High,"Jun 15, 2016"
2016-09,CVE-2016-3871,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-29422022 [ 2 ] [ 3 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3872,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-29421675 [ 2 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3875,01,Elevation of privilege vulnerability in device boot,,High,,A-26251884,"6.0, 6.0.1"
2016-09,CVE-2016-3876,01,Elevation of privilege vulnerability in Settings,,High,,A-29900345,"6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3899,01,Denial of service vulnerability in Mediaserver,,High,,A-29421811,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3878,01,Denial of service vulnerability in Mediaserver,,High,,A-29493002,"6.0, 6.0.1"
2016-09,CVE-2016-3879,01,Denial of service vulnerability in Mediaserver,,High,,A-29770686,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-09,CVE-2016-3880,01,Denial of service vulnerability in Mediaserver,,High,,A-25747670,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3881,01,Denial of service vulnerability in Mediaserver,,High,,A-30013856,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3883,01,Elevation of privilege vulnerability in Telephony,,Moderate,,A-28557603,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3884,01,Elevation of privilege vulnerability in Notification Manager Service,,Moderate,,A-29421441,"6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3885,01,Elevation of privilege vulnerability in Debuggerd,,Moderate,,A-29555636,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3886,01,Elevation of privilege vulnerability in System UI Tuner,,Moderate,,A-30107438,7.0
2016-09,CVE-2016-3887,01,Elevation of privilege vulnerability in Settings,,Moderate,,A-29899712,7.0
2016-09,CVE-2016-3888,01,Elevation of privilege vulnerability in SMS,,Moderate,,A-29420123,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3889,01,Elevation of privilege vulnerability in Settings,,Moderate,,A-29194585 [ 2 ],"6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3890,01,Elevation of privilege vulnerability in Java Debug Wire Protocol,,Moderate,,A-28347842 [ 2 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-09,CVE-2016-3895,01,Information disclosure vulnerability in Mediaserver,,Moderate,,A-29983260,"6.0, 6.0.1, 7.0"
2016-09,CVE-2016-3896,01,Information disclosure vulnerability in AOSP Mail,,Moderate,,A-29767043,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-09,CVE-2016-3897,01,Information disclosure vulnerability in Wi-Fi,,Moderate,,A-25624963 [ 2 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1"
2016-09,CVE-2016-3898,01,Denial of service vulnerability in Telephony,,Moderate,,A-29832693,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-09,CVE-2014-9529,05,Elevation of privilege vulnerability in kernel security subsystem,,Critical,,A-29510361 Upstream kernel,
2016-09,CVE-2016-4470,05,Elevation of privilege vulnerability in kernel security subsystem,,Critical,,A-29823941 Upstream kernel,
2016-09,CVE-2013-7446,05,Elevation of privilege vulnerability in kernel networking subsystem,,Critical,,A-29119002 Upstream kernel,
2016-09,CVE-2016-3134,05,Elevation of privilege vulnerability in kernel netfilter subsystem,,Critical,,A-28940694 Upstream kernel,
2016-09,CVE-2016-3951,05,Elevation of privilege vulnerability in kernel USB driver,,Critical,,A-28744625 Upstream kernel [ 2 ],
2016-09,CVE-2014-4655,05,Elevation of privilege vulnerability in kernel sound subsystem,,High,,A-29916012 Upstream kernel,
2016-09,CVE-2016-2053,05,Elevation of privilege vulnerability in kernel ASN.1 decoder,,High,,A-28751627 Upstream kernel,
2016-09,CVE-2016-3864,05,Qualcomm,,High,,A-28823714* QC-CR#913117,
2016-09,CVE-2016-3858,05,Qualcomm,,High,,A-28675151 QC-CR#1022641,
2016-09,CVE-2016-4805,05,Elevation of privilege vulnerability in kernel networking driver,,High,,A-28979703 Upstream kernel,
2016-09,CVE-2016-3865,05,Elevation of privilege vulnerability in Synaptics touchscreen driver,,High,,A-28799389*,
2016-09,CVE-2016-3859,05,Qualcomm,,High,,A-28815326* QC-CR#1034641,
2016-09,CVE-2016-3866,05,Qualcomm,,High,,A-28868303* QC-CR#1032820,
2016-09,CVE-2016-3867,05,Qualcomm,,High,,A-28919863* QC-CR#1037897,
2016-09,CVE-2016-3868,05,Qualcomm,,High,,A-28967028* QC-CR#1032875,
2016-09,CVE-2016-3869,05,Broadcom,,High,,A-29009982* B-RB#96070,
2016-09,CVE-2016-1583,05,Elevation of privilege vulnerability in kernel eCryptfs filesystem,,High,,A-29444228 Upstream kernel,
2016-09,CVE-2016-3873,05,NVIDIA,,High,,A-29518457* N-CVE-2016-3873,
2016-09,CVE-2016-3874,05,Qualcomm,,High,,A-29944562 QC-CR#997797 [ 2 ],
2016-09,CVE-2015-1465,05,Denial of service vulnerability in kernel networking subsystem,,High,,A-29506807 Upstream kernel,
2016-09,CVE-2015-5364,05,Denial of service vulnerability in kernel networking subsystem,,High,,A-29507402 Upstream kernel,
2016-09,CVE-2015-8839,05,Denial of service vulnerability in kernel ext4 file system,,High,,A-28760453*,
2016-09,CVE-2016-3892,05,Qualcomm,,Moderate,,A-28760543* QC-CR#1024197,
2016-09,CVE-2016-3893,05,Qualcomm,,Moderate,,A-29512527 QC-CR#856400,
2016-09,CVE-2016-3894,05,Qualcomm,,Moderate,,A-29618014* QC-CR#1042033,
2016-09,CVE-2016-4998,05,Information disclosure vulnerability in kernel networking subsystem,,Moderate,,A-29637687 Upstream kernel [ 2 ],
2016-09,CVE-2015-2922,05,Denial of service vulnerability in kernel networking subsystem,,Moderate,,A-29409847 Upstream kernel,
2016-09,CVE-2016-2469,05,Qualcomm,,High,,QC-CR#997025,
2016-09,CVE-2016-2469,05,Qualcomm,,Moderate,,QC-CR#997015,
2016-09,CVE-2016-5340,06,Elevation of privilege vulnerability in kernel shared memory subsystem,,Critical,,A-30652312 QC-CR#1008948,
2016-09,CVE-2016-2059,06,Qualcomm,,High,,A-27045580 QC-CR#974577,
2016-10,CVE-2016-3900,01,Elevation of privilege vulnerability in ServiceManager,,High,,A-29431260 [ 2 ],"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3908,01,Elevation of privilege vulnerability in Lock Settings Service,,High,,A-30003944,"6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3909,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-30033990 [ 2 ],"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3910,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-30148546,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3913,01,Elevation of privilege vulnerability in Mediaserver,,High,,A-30204103,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3911,01,Elevation of privilege vulnerability in Zygote process,,High,,A-30143607,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3912,01,Elevation of privilege vulnerability in framework APIs,,High,,A-30202481,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3914,01,Elevation of privilege vulnerability in Telephony,,High,,A-30481342,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3915,01,Elevation of privilege vulnerability in Camera service,,High,,A-30591838,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3916,01,Elevation of privilege vulnerability in Camera service,,High,,A-30741779,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3917,01,Elevation of privilege vulnerability in fingerprint login,,High,,A-30744668,"6.0.1, 7.0"
2016-10,CVE-2016-3918,01,Information disclosure vulnerability in AOSP Mail,,High,,A-30745403,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3882,01,Denial of service vulnerability in Wi-Fi,,High,,A-29464811,"6.0, 6.0.1, 7.0"
2016-10,CVE-2016-5348,01,Denial of service vulnerability in GPS,,High,,A-29555864,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3920,01,Denial of service vulnerability in Mediaserver,,High,,A-30744884,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
2016-10,CVE-2016-3921,01,Elevation of privilege vulnerability in Framework Listener,,Moderate,,A-29831647,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0"
